/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data of Cibiicidoides in piston core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951396, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.940 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Cibicidoides spp., δ13C [‰ PDB] (Cibicidoides spp. δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	23074 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Cibicidoides spp. δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	Cibicidoides spp. δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
12.940	11.63	53.83	53.41100	56.76200	59.21500	52.75200	52.79500	53.82500	3.67	0.8500
13.000	11.70	53.99	53.68600	57.05100	59.53700	53.01400	53.10800	53.98500	3.70	0.6500
13.030	11.73	54.07	53.82800	57.20000	59.70300	53.14600	53.26400	54.06500	3.66	0.8300
13.060	11.77	54.15	53.96500	57.34500	59.86300	53.27700	53.42000	54.14500	3.65	0.8000
13.090	11.80	54.23	54.10300	57.48900	60.02400	53.40800	53.57600	54.22500	3.59	0.6200
13.150	11.87	54.39	54.37800	57.77800	60.34600	53.67100	53.88800	54.38500	3.53	0.6100
13.330	12.08	55.21	55.23200	58.67600	61.34400	54.55500	54.84900	55.22700	3.52	0.2800
13.390	12.15	55.51	55.52300	58.98200	61.68500	54.86200	55.17100	55.53100	3.59	0.4800
13.420	12.19	55.66	55.66900	59.13500	61.85500	55.01600	55.33200	55.68400	3.67	0.3600
13.480	12.26	55.97	55.96100	59.44100	62.19600	55.32300	55.65400	55.98900	3.30	0.6200
13.570	12.37	56.42	56.40200	59.90500	62.71200	55.78300	56.13700	56.44600	3.74	0.2000
13.600	12.40	56.58	56.55100	60.06200	62.88700	55.93700	56.29800	56.59800	3.89	0.4900
13.630	12.44	56.73	56.70100	60.22000	63.06200	56.09000	56.45900	56.75000	3.78	0.5100
13.660	12.48	56.88	56.85100	60.37700	63.23700	56.24400	56.61900	56.90300	3.57	0.3900
13.690	12.52	57.04	57.00100	60.53500	63.41200	56.39700	56.78000	57.05500	3.65	0.4700
13.720	12.55	57.19	57.15000	60.69200	63.58700	56.55100	56.94100	57.20000	3.75	0.6500
13.750	12.59	57.33	57.30000	60.84900	63.76200	56.70400	57.10200	57.34500	3.70	0.4200
13.780	12.63	57.48	57.45000	61.00700	63.93700	56.85800	57.26300	57.49000	3.68	0.4900
13.810	12.66	57.63	57.60400	61.16800	64.11700	57.01100	57.42400	57.63500	3.73	0.5800
13.840	12.70	57.78	57.75300	61.32600	64.29200	57.16500	57.58500	57.78000	3.82	0.7000
13.870	12.74	57.93	57.90300	61.48300	64.46700	57.31800	57.74600	57.92600	3.69	0.2800
13.930	12.81	58.22	58.20200	61.79800	64.81800	57.62500	58.06800	58.21600	3.60	0.4400
13.960	12.85	58.37	58.35200	61.95500	64.99300	57.77900	58.22900	58.36100	3.76	0.5100
13.960	12.85	58.37	58.35200	61.95500	64.99300	57.77900	58.22900	58.36100	3.61	0.3400
13.990	12.89	58.52	58.50200	62.11200	65.16800	57.93300	58.39000	58.50600	3.64	0.4500
14.020	12.92	58.66	58.65200	62.27000	65.34300	58.08600	58.55100	58.65100	3.60	0.3500
14.110	13.05	58.97	59.15700	62.80200	65.93400	58.54700	59.03400	58.96100	3.83	0.4900
14.140	13.09	59.09	59.34000	62.99300	66.14700	58.70000	59.19500	59.06500	3.57	0.1800
14.170	13.14	59.38	59.51800	63.18000	66.35500	58.85400	59.35600	59.34000	3.60	0.3900
14.290	13.31	60.55	60.23400	63.93300	67.19300	59.46800	60.00000	60.43900	3.66	0.5100
14.590	13.76	63.47	62.02300	65.81300	69.28400	63.89000	63.11700	63.18800	3.99	-0.0300
14.620	13.80	63.76	62.20100	66.00000	69.49300	64.17600	63.49100	63.46200	4.07	0.2400
14.710	13.88	64.26	62.50400	66.61100	69.84700	65.03400	64.35300	64.28700	3.98	0.0300
14.740	13.90	64.62	62.60500	66.81400	69.96600	65.32000	64.43800		4.01	0.0900
14.830	13.98	65.86	62.91300	67.43300	70.32500	66.17800	64.69100		3.89	0.0700
14.980	14.10	67.39	64.02300	68.45100	70.91700	67.55800	66.36400		4.04	0.0800
15.030	14.14	67.78	64.44400	68.79300	71.11600	68.00700	66.92100		4.17	0.3100
15.060	14.17	68.00	64.69500	68.99700	71.23400	68.27600	67.25600		4.12	0.3600
15.090	14.19	68.23	64.94600	69.20000	71.35200	68.54600	67.59000		4.07	0.1600
15.180	14.27	68.95	65.74800	69.85200	71.73100	69.35400	68.59400		4.03	0.3700
15.210	14.31	69.29	66.11900	70.15300	71.90600	69.62300	68.92800		4.09	0.3400
15.240	14.35	69.63	66.49000	70.45400	72.08100	69.89200	69.26300		4.06	0.4600
15.270	14.38	69.97	66.87100	70.76400	72.26100	70.16200	69.59700		3.94	0.5200
15.300	14.42	70.32	67.25200	71.07300	72.44000	70.43100	69.93200		4.06	0.6500
15.360	14.50	70.99	67.99400	71.67600	72.79100	70.97000	70.60100		3.94	0.8400
15.390	14.54	71.33	68.37500	71.98500	72.97000	71.23900	70.93500		4.04	0.6000
15.420	14.57	71.68	68.75600	72.29500	73.15000	71.50900	71.27000		3.99	0.7000
15.540	14.72	72.98	70.20000	73.46700	73.83200	72.58600	72.77100		3.59	0.5100
15.600	14.76	73.38	70.63200	73.81800	74.03500	73.12500	73.61000		3.61	0.7400
15.660	14.80	73.78	71.07300	74.17600	74.24300	73.66300	74.44800		3.62	0.9200
15.720	14.85	74.17	71.50400	74.52600	74.44700	74.20200	75.28700		3.59	0.7200
15.780	14.89	74.56	71.93500	74.87600	74.65000	74.74100	75.96400		3.36	0.9100
16.020	15.25	76.89	75.57600	77.83200	76.36800	76.87300	78.02700		3.66	0.8500
16.110	15.36	77.59	76.62900	78.68700	76.86500	77.61100	78.80100		3.52	0.9500
16.170	15.43	78.08	77.33100	79.25700	77.19600	78.09200	79.31700		3.53	0.9200
16.200	15.46	78.32	77.68200	79.54200	77.36100	78.33200	79.57500		3.43	0.9600
16.290	15.57	79.05	78.73500	80.39800	77.85800	79.05300	80.34900		3.45	0.7700
16.320	15.60	79.30	79.08600	80.68300	78.02400	79.29300	80.60700		3.39	0.8700
16.350	15.64	79.54	79.43700	80.96800	78.19000	79.53400	80.86500		3.36	0.8300
16.380	15.67	79.78	79.78800	81.25300	78.35500	79.77400	81.12300		3.43	0.9500
16.410	15.71	80.02	80.13900	81.53800	78.52100	80.01400	81.38100		3.38	0.9900
16.440	15.74	80.27	80.49000	81.82300	78.68600	80.25500	81.63900		3.42	0.8700
16.470	15.78	80.51	80.84100	82.10800	78.85200	80.49500	81.89600		3.48	0.9800
16.500	15.81	80.75	81.19200	82.39300	79.01800	80.73500	82.15400		3.34	0.9700
16.530	15.85	81.00	81.54300	82.67800	79.18300	80.97600	82.41200		3.37	0.9600
16.560	15.88	81.24	81.89400	82.96300	79.46400	81.21600	82.67000		3.22	0.6200
16.590	15.92	81.48	82.24500	83.24800	79.80600	81.45600	82.92800		3.13	0.8800
16.620	15.95	81.73	82.59600	83.53300	80.14700	81.69700	83.18600		3.17	0.9700
16.650	15.99	81.97	82.94700	83.81800	80.48900	81.93700	83.44400		3.07	0.8400
16.680	16.02	82.21	83.29800	84.10300	80.83000	82.17800	83.70200		3.14	0.8500
16.710	16.06	82.46	83.64900	84.38800	81.17200	82.41800	83.96000		3.07	0.8900
16.740	16.09	82.70	84.00000	84.67300	81.51300	82.65800	84.25500		3.08	0.8300
16.770	16.13	82.94	84.35100	84.95800	81.85500	82.89900	84.55000		3.04	0.8400
16.860	16.23	83.63	85.34400	85.76400	82.82100	83.62000	85.43600		2.93	0.5300
16.920	16.29	84.19	86.00600	86.30100	83.46500	84.19000	86.02600		3.23	0.5500
16.980	16.36	84.85	86.66700	86.83900	84.10900	84.85000	86.61600		3.03	0.2700
17.220	16.62	87.44	89.00300	89.00300	86.69400	87.45500	88.85300		3.92	0.9100
17.250	16.67	87.75	89.34600	89.34600	87.10400	87.73300	89.07400		3.76	0.8200
17.280	16.71	88.05	89.69000	89.69000	87.51400	88.01100	89.29500		3.88	0.9300
17.310	16.75	88.36	90.03300	90.03300	87.92400	88.28800	89.51600		3.86	0.8600
17.340	16.79	88.66	90.37600	90.37600	88.33400	88.56600	89.73700		3.84	0.9700
17.370	16.84	88.97	90.72800	90.72800	88.75300	88.84400	89.95800		3.57	0.5100
17.400	16.88	89.28	91.07100	91.07100	89.16300	89.12200	90.17900		3.68	0.9100
17.430	16.92	89.58	91.41500	91.41500	89.57300	89.39900	90.40000		3.56	0.9100
17.460	16.96	89.89	91.75800	91.75800	89.98300	89.67700	90.62100		3.71	0.9000
17.490	17.00	90.19	92.10200	92.10200	90.39200	89.95500	90.84200		3.55	0.9000
17.580	17.13	91.11	93.13200	93.13200	91.62200	90.78800	91.50500		3.57	0.9600
17.610	17.17	91.41	93.47500	93.47500	92.03200	91.06600	91.72600		3.45	0.8300
17.640	17.21	91.72	93.81900	93.81900	92.44100	91.34400	91.94700		3.49	0.7600
17.670	17.25	92.02	94.16200	94.16200	92.85100	91.62200	92.16800		3.47	0.9000
17.700	17.30	92.33	94.51400	94.51400	93.27100	91.89900	92.38900		3.41	0.9000
17.760	17.38	92.94	95.20000	95.20000	94.09000	92.45500	92.83100		3.44	0.8700
17.820	17.47	93.55	95.88700	95.88700	94.91000	93.01000	93.27300		3.44	0.9100
17.850	17.50	93.83	96.19800	96.19800	95.28100	93.28800	93.49400		3.38	0.9500
17.880	17.54	94.09	96.49200	96.49200	95.63200	93.56600	93.71500		3.47	0.8600
17.910	17.58	94.36	96.79500	96.79500	95.99300	93.84400	93.93600		3.46	0.9600
17.940	17.61	94.62	97.08900	97.08900	96.34400	94.12100	94.15700		3.32	0.9500
17.970	17.65	94.88	97.38400	97.38400	96.69600	94.39900	94.37800		3.27	0.9000
18.030	17.72	95.41	97.98000	97.98000	97.40800	94.95500	94.82000		3.23	0.7800
18.060	17.76	95.67	98.27500	98.27500	97.75900	95.23200	95.04100		3.24	0.8900
18.090	17.79	95.94	98.56900	98.56900	98.11000	95.51000	95.26200		3.20	0.8800
18.120	17.83	96.20	98.87200	98.87200	98.47100	95.78800	95.48300		3.22	0.9200
18.150	17.87	96.46	99.16600	99.16600	98.82300	96.06600	95.70400		3.19	0.7600
18.180	17.90	96.73	99.46000	99.46000	99.17400	96.34300	95.92500		3.16	0.9100
18.210	17.94	96.99	99.75500	99.75500	99.52500	96.62100	96.14600		3.32	0.9100
18.240	17.98	97.25	100.06000	100.06000	99.88600	96.89900	96.36700		3.23	1.0000
18.270	18.01	97.52	100.28000	100.30000	100.24000	97.17700	96.58800		3.18	0.9200
18.300	18.05	97.78	100.49000	100.53000	100.59000	97.45400	96.80900		3.22	0.9400
18.330	18.09	98.05	100.71000	100.77000	100.95000	97.73200	97.03000		3.19	0.9700
18.360	18.12	98.31	100.93000	101.00000	101.30000	98.01000	97.25100		3.23	0.9800
18.420	18.19	98.83	101.36000	101.47000	102.00000	98.56600	97.69300		3.19	0.9200
18.450	18.23	99.10	101.58000	101.71000	102.36000	98.84300	97.91400		3.27	1.0000
18.480	18.27	99.36	101.79000	101.94000	102.72000	99.12100	98.13500		3.22	0.9500
18.510	18.30	99.62	102.00000	102.17000	103.07000	99.39900	98.35600		3.17	0.8200
18.540	18.34	99.88	102.22000	102.41000	103.42000	99.67700	98.57700		3.10	0.8400
18.570	18.38	100.15	102.44000	102.65000	103.78000	99.95400	98.79800		3.25	0.9600
18.600	18.41	100.41	102.65000	102.88000	104.13000	100.23000	99.01900		3.35	0.9600
18.630	18.45	100.67	102.87000	103.11000	104.48000	100.51000	99.24000		3.26	0.9600
18.660	18.48	100.94	103.09000	103.35000	104.84000	100.79000	99.46100		3.31	0.8600
18.690	18.52	101.20	103.30000	103.59000	105.19000	101.07000	99.68200		3.20	0.8600
18.720	18.56	101.46	103.52000	103.82000	105.55000	101.34000	99.90300		3.15	0.8100
18.750	18.59	101.73	103.73000	104.05000	105.90000	101.62000	100.12000		3.33	0.8000
18.780	18.63	101.99	103.95000	104.29000	106.26000	101.90000	100.34000		3.30	0.8200
18.810	18.66	102.26	104.16000	104.52000	106.62000	102.18000	100.57000		3.33	0.7300
18.840	18.70	102.52	104.38000	104.76000	107.02000	102.45000	100.79000		3.20	0.8500
18.870	18.74	102.78	104.59000	104.99000	107.43000	102.73000	101.01000		3.22	0.7500
18.900	18.77	103.05	104.81000	105.23000	107.85000	103.01000	101.23000		3.16	0.8500
18.930	18.81	103.31	105.03000	105.46000	108.26000	103.29000	101.45000		3.22	0.6800
18.990	18.88	103.95	105.44000	105.92000	109.05000	103.93000	101.89000		3.28	0.5800
19.080	18.98	104.94	106.06000	106.59000	110.22000	104.93000	102.55000		3.62	0.4100
19.110	19.02	105.27	106.27000	106.82000	110.62000	105.26000	102.78000		3.53	0.5600
19.140	19.05	105.60	106.48000	107.04000	111.01000	105.60000	103.00000		3.71	0.5900
19.170	19.09	105.93	106.68000	107.26000	111.40000	105.93000	103.22000		3.66	0.6300
19.230	19.17	106.62	107.15000	107.77000	112.29000	106.59000	103.69000		3.46	0.6500
19.260	19.21	106.97	107.39000	108.04000	112.75000	106.92000	103.92000		3.38	0.3600
19.290	19.25	107.32	107.63000	108.30000	113.21000	107.25000	104.15000		3.27	0.6700
19.500	19.51	109.62	109.21000	110.02000	116.21000	109.56000	105.77000		3.15	0.4200
19.530	19.54	109.74	109.35000	110.17000	116.38000	109.85000	106.17000		3.27	0.4300
19.550	19.55	109.79	109.44000	110.27000	116.46000	110.03000	106.43000		3.45	0.1900
19.590	19.59	109.91	109.63000	110.48000	116.64000	110.38000	106.97000		3.61	0.4300
19.600	19.59	109.94	109.68000	110.53000	116.69000	110.47000	107.10000		3.59	0.5100
19.620	19.61	110.00	109.78000	110.63000	116.78000	110.65000	107.36000		3.75	0.4650
19.630	19.62	110.05	109.82000	110.69000	116.82000	110.74000	107.50000		3.72	0.5700
19.630	19.62	110.05	109.82000	110.69000	116.82000	110.74000	107.50000		3.51	0.4650
19.640	19.62	110.12	109.87000	110.74000	116.87000	110.83000	107.63000		3.66	0.4200
19.660	19.64	110.23	109.96000	110.83000	116.95000	111.00000	107.88000		3.54	0.8300
19.670	19.65	110.29	110.01000	110.89000	117.00000	111.09000	108.00000		3.76	0.4100
19.680	19.66	110.36	110.06000	110.94000	117.04000	111.18000	108.12000		3.48	0.4100
19.680	19.66	110.36	110.06000	110.94000	117.04000	111.18000	108.12000		3.68	0.3400
19.690	19.66	110.42	110.10000	110.99000	117.09000	111.27000	108.25000		3.52	0.5500
19.700	19.67	110.48	110.15000	111.04000	117.13000	111.36000	108.37000		3.62	0.5600
19.710	19.68	110.54	110.20000	111.09000	117.18000	111.47000	108.49000		3.52	0.6200
19.720	19.69	110.64	110.28000	111.18000	117.25000	111.57000	108.62000		3.28	0.5500
19.730	19.70	110.74	110.35000	111.26000	117.32000	111.68000	108.74000		3.66	0.6900
19.740	19.72	110.84	110.43000	111.34000	117.39000	111.78000	108.86000		3.56	0.5000
19.750	19.73	110.93	110.50000	111.42000	117.46000	111.89000	108.99000		3.63	0.5500
19.760	19.74	111.03	110.57000	111.50000	117.53000	111.99000	109.11000		3.60	0.5450
19.770	19.75	111.12	110.65000	111.58000	117.60000	112.10000	109.23000		3.52	0.5450
19.770	19.75	111.12	110.65000	111.58000	117.60000	112.10000	109.23000		3.65	0.4300
19.780	19.77	111.22	110.72000	111.66000	117.67000	112.20000	109.36000		3.57	0.7100
19.790	19.78	111.32	110.79000	111.74000	117.74000	112.31000	109.48000		3.59	0.4500
19.800	19.79	111.41	110.87000	111.82000	117.80000	112.41000	109.60000		3.52	0.3300
19.810	19.80	111.51	110.94000	111.90000	117.88000	112.52000	109.73000		3.57	0.7200
19.820	19.82	111.61	111.02000	111.99000	117.95000	112.63000	109.85000		3.65	0.6500
19.830	19.83	111.70	111.09000	112.07000	118.02000	112.73000	109.97000		3.57	0.7400
19.840	19.84	111.81	111.17000	112.17000	118.09000	112.84000	110.10000		3.53	0.6300
19.850	19.86	111.90	111.24000	112.25000	118.16000	112.94000	110.22000		3.63	0.9700
19.860	19.87	112.00	111.32000	112.35000	118.23000	113.05000	110.34000		3.67	0.7800
19.870	19.88	112.09	111.39000	112.43000	118.30000	113.15000	110.47000		3.51	0.6300
19.880	19.89	112.19	111.46000	112.52000	118.36000	113.26000	110.59000		3.68	0.7100
19.900	19.92	112.39	111.61000	112.71000	118.51000	113.47000	110.84000		3.62	0.7400
19.910	19.93	112.48	111.69000	112.79000	118.58000	113.57000	110.96000		3.71	0.9000
19.930	19.95	112.67	111.83000	112.97000	118.72000	113.79000	111.20000		3.34	1.0000
19.960	19.99	112.97	112.06000	113.25000	118.93000	114.10000	111.57000		3.57	0.7800
19.970	20.00	113.06	112.13000	113.34000	119.00000	114.21000	111.70000		3.42	0.5200
19.980	20.02	113.16	112.20000	113.42000	119.06000	114.31000	111.82000		3.42	0.6900
19.990	20.03	113.27	112.28000	113.52000	119.14000	114.42000	111.94000		3.47	0.8300
20.000	20.04	113.38	112.36000	113.61000	119.21000	114.52000	112.07000		3.44	0.3900
20.020	20.07	113.60	112.51000	113.79000	119.35000	114.73000	112.31000		3.47	0.8100
20.040	20.09	113.81	112.66000	113.97000	119.49000	114.95000	112.56000		3.61	0.8300
20.060	20.12	114.03	112.80000	114.15000	119.63000	115.16000	112.81000		3.46	0.7900
20.070	20.13	114.13	112.88000	114.24000	119.70000	115.26000	112.93000		3.53	0.8200
20.080	20.14	114.23	112.95000	114.33000	119.76000	115.37000	113.05000		3.40	0.6700
20.090	20.16	114.34	113.02000	114.42000	119.84000	115.47000	113.18000		3.17	0.7700
20.110	20.18	114.56	113.17000	114.60000	119.98000	115.68000	113.42000		3.23	0.8500
20.170	20.25	115.36	113.62000	115.14000	120.40000	116.32000	114.16000		3.20	0.6600
20.180	20.27	115.52	113.69000	115.23000	120.46000	116.42000	114.29000		3.18	0.6500
20.200	20.29	115.86	113.84000	115.42000	120.61000	116.63000	114.53000		3.18	0.7000
20.210	20.30	116.02	113.92000	115.50000	120.68000	116.74000	114.66000		3.22	0.7100
20.230	20.33	116.34	114.06000	115.68000	120.82000	116.95000	114.90000		3.14	0.7100
20.230	20.33	116.34	114.06000	115.68000	120.82000	116.95000	114.90000		3.12	0.7800
20.240	20.34	116.51	114.14000	115.78000	120.89000	117.05000	115.03000		3.18	0.6300
20.260	20.37	116.84	114.29000	115.96000	121.03000	117.27000	115.27000		3.17	0.6400
20.270	20.38	117.00	114.36000	116.04000	121.10000	117.37000	115.40000		2.96	0.7700
20.280	20.39	117.20	114.44000	116.14000	121.17000	117.48000	115.52000		3.05	0.7700
20.280	20.39	117.20	114.44000	116.14000	121.17000	117.48000	115.52000		3.15	0.9200
20.290	20.41	117.38	114.51000	116.23000	121.24000	117.58000	115.64000		3.23	0.7100
20.300	20.42	117.56	114.58000	116.31000	121.30000	117.69000	115.77000		3.09	0.8200
20.310	20.43	117.75	114.66000	116.41000	121.38000	117.79000	115.89000		3.28	0.8300
20.330	20.45	118.13	114.81000	116.59000	121.52000	118.00000	116.14000		3.04	0.6700
20.350	20.48	118.50	114.96000	116.77000	121.66000	118.21000	116.38000		2.91	0.7700
20.390	20.53	119.15	115.25000	117.13000	121.94000	118.64000	116.88000		3.12	0.5700
20.430	20.58	119.43	115.55000	117.49000	122.22000	119.06000	117.37000		2.84	0.8000
20.450	20.61	119.56	115.71000	117.67000	122.36000	119.27000	117.62000		2.90	0.9200
20.470	20.63	119.70	115.89000	117.85000	122.50000	119.48000	117.86000		2.93	0.9800
20.480	20.64	119.77	115.98000	117.94000	122.57000	119.59000	117.99000		2.99	0.8900
20.500	20.67	119.90	116.17000	118.12000	122.71000	119.80000	118.23000		3.01	0.9000
20.510	20.68	119.97	116.27000	118.21000	122.78000	119.90000	118.35000		2.88	0.8300
20.550	20.73	120.25	116.64000	118.57000	123.06000	120.32000	118.85000		2.74	0.8500
20.560	20.74	120.31	116.73000	118.66000	123.13000	120.43000	118.97000		2.68	0.8300
20.570	20.75	120.38	116.83000	118.75000	123.20000	120.53000	119.09000		2.76	0.8800
20.590	20.78	120.52	117.02000	118.93000	123.34000	120.75000	119.34000		2.81	0.6800
20.620	20.82	120.73	117.30000	119.21000	123.55000	121.06000	119.71000		2.82	0.5000
20.650	20.86	120.93	117.58000	119.47000	123.76000	121.38000	120.08000		2.44	0.7100
20.660	20.87	121.00	117.67000	119.56000	123.83000	121.48000	120.20000		2.66	0.7400
20.720	20.95	121.43	118.26000	120.13000	124.27000	122.12000	120.94000		2.55	0.6300
20.780	21.02	122.20	118.86000	120.70000	124.71000	122.75000	121.68000		2.28	0.9000
20.800	21.05	122.46	119.05000	120.89000	124.86000	122.96000	121.93000		2.57	0.6885
20.810	21.06	122.59	119.15000	120.98000	124.93000	123.07000	122.05000		2.67	0.9100
20.810	21.06	122.59	119.15000	120.98000	124.93000	123.07000	122.05000		2.23	0.6885
20.820	21.08	122.73	119.25000	121.09000	125.01000	123.17000	122.18000		2.56	0.6210
20.830	21.09	122.86	119.35000	121.18000	125.08000	123.28000	122.30000		2.25	0.9700
20.850	21.12	123.22	119.55000	121.37000	125.23000	123.49000	122.55000		2.47	0.8400
20.880	21.16	123.76	119.84000	121.66000	125.45000	123.80000	122.92000		2.50	0.9190
20.890	21.17	123.93	119.94000	121.75000	125.52000	123.91000	123.04000		2.53	0.8800
20.910	21.20	124.29	120.14000	121.94000	125.67000	124.12000	123.29000		2.58	0.6700
20.920	21.21	124.46	120.23000	122.03000	125.74000	124.23000	123.41000		2.30	0.8955
20.930	21.22	124.65	120.34000	122.13000	125.82000	124.33000	123.53000		2.51	0.8955
20.930	21.22	124.65	120.34000	122.13000	125.82000	124.33000	123.53000		2.43	0.7900
20.950	21.25	125.00	120.53000	122.32000	125.97000	124.54000	123.78000		2.38	0.8530
20.990	21.30	125.72	120.93000	122.70000	126.26000	124.96000	124.27000		2.47	0.8530
20.990	21.30	125.72	120.93000	122.70000	126.26000	124.96000	124.27000		2.36	0.8200
21.000	21.32	125.90	121.03000	122.80000	126.34000	125.07000	124.40000		2.56	0.8200
21.020	21.34	126.17	121.22000	122.98000	126.48000	125.28000	124.64000		2.47	0.6440
