/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for sediment core MD01-2444. PANGAEA, https://doi.org/10.1594/PANGAEA.951398, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	LATITUDE: 37.565000 * LONGITUDE: -10.134000
	MINIMUM DEPTH, sediment/rock: 0.180 m * MAXIMUM DEPTH, sediment/rock: 26.907 m
Event(s):	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31782 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
0.650	0.50	3.21	2.91500	2.91500	3.48340	3.24710	3.46200	3.49930	27.068	0.20964
0.652	0.50	3.22	2.93030	2.93030	3.50160	3.25950	3.47540	3.51280	27.177	0.20991
0.670	0.52	3.33	3.03680	3.03680	3.62900	3.34700	3.56860	3.60700	26.500	0.19848
0.672	0.52	3.35	3.05210	3.05210	3.64720	3.35950	3.58190	3.62040	28.734	0.20947
0.675	0.53	3.36	3.06730	3.06730	3.66530	3.37190	3.59520	3.63390	29.792	0.20286
0.677	0.53	3.38	3.08250	3.08250	3.68360	3.38440	3.60850	3.64740	29.919	0.19892
0.680	0.53	3.40	3.09770	3.09770	3.70170	3.39690	3.62180	3.66080	28.621	0.20305
0.682	0.53	3.41	3.11300	3.11300	3.71990	3.40940	3.63510	3.67430	28.663	0.21631
0.685	0.54	3.43	3.12820	3.12820	3.73810	3.42190	3.64850	3.68770	29.250	0.20958
0.688	0.54	3.44	3.14340	3.14340	3.75630	3.43440	3.66180	3.70120	29.196	0.20553
0.690	0.54	3.46	3.15870	3.15870	3.77450	3.44690	3.67510	3.71470	28.942	0.20365
0.693	0.55	3.47	3.17390	3.17390	3.79270	3.45940	3.68840	3.72810	27.532	0.22219
0.695	0.55	3.49	3.18910	3.18910	3.81090	3.47190	3.70170	3.74160	27.869	0.20962
0.698	0.55	3.51	3.20430	3.20430	3.82910	3.48430	3.71500	3.75500	28.735	0.20426
0.700	0.55	3.52	3.21950	3.21950	3.84730	3.49680	3.72840	3.76850	28.992	0.21503
0.703	0.56	3.54	3.23470	3.23470	3.86540	3.50930	3.74170	3.78200	28.254	0.21129
0.705	0.56	3.55	3.25000	3.25000	3.88370	3.52180	3.75500	3.79540	28.355	0.20447
0.708	0.56	3.57	3.26520	3.26520	3.90190	3.53430	3.76830	3.80890	27.667	0.22250
0.710	0.56	3.58	3.28040	3.28040	3.92000	3.54680	3.78160	3.82230	29.431	0.21232
0.713	0.57	3.60	3.29570	3.29570	3.93830	3.55930	3.79490	3.83580	28.808	0.20463
0.715	0.57	3.62	3.31090	3.31090	3.95640	3.57180	3.80820	3.84930	28.410	0.21463
0.718	0.57	3.63	3.32610	3.32610	3.97460	3.58430	3.82160	3.86270	28.874	0.20518
0.720	0.57	3.65	3.34130	3.34130	3.99280	3.59670	3.83490	3.87620	29.854	0.20539
0.723	0.58	3.66	3.35660	3.35660	4.01100	3.60920	3.84820	3.88960	30.101	0.21921
0.725	0.58	3.68	3.37180	3.37180	4.02920	3.62170	3.86150	3.90310	30.231	0.20297
0.728	0.58	3.69	3.38700	3.38700	4.04740	3.63420	3.87480	3.91650	30.588	0.20245
0.730	0.58	3.71	3.40220	3.40220	4.06560	3.64670	3.88810	3.93000	29.961	0.19794
0.733	0.59	3.73	3.41740	3.41740	4.08380	3.65920	3.90150	3.94350	30.378	0.20952
0.735	0.59	3.74	3.43270	3.43270	4.10200	3.67170	3.91480	3.95690	29.937	0.19662
0.738	0.59	3.76	3.44790	3.44790	4.12010	3.68420	3.92810	3.97040	29.638	0.19581
0.740	0.59	3.77	3.46310	3.46310	4.13840	3.69670	3.94140	3.98380	29.587	0.20035
0.743	0.60	3.79	3.47840	3.47840	4.15660	3.70910	3.95470	3.99730	29.525	0.21026
0.745	0.60	3.80	3.49360	3.49360	4.17470	3.72160	3.96800	4.01080	30.100	0.20255
0.748	0.60	3.82	3.50880	3.50880	4.19300	3.73410	3.98140	4.02420	28.484	0.21345
0.750	0.61	3.84	3.52400	3.52400	4.21110	3.74660	3.99470	4.03770	30.487	0.21310
0.752	0.61	3.85	3.53930	3.53930	4.22930	3.75910	4.00800	4.05110	29.575	0.20013
0.755	0.61	3.87	3.55450	3.55450	4.24750	3.77160	4.02130	4.06460	30.527	0.20869
0.757	0.61	3.88	3.56970	3.56970	4.26570	3.78410	4.03460	4.07810	29.904	0.20665
0.760	0.62	3.90	3.58500	3.58500	4.28390	3.79660	4.04790	4.09150	29.317	0.20566
0.762	0.62	3.91	3.60010	3.60010	4.30210	3.80900	4.06120	4.10500	30.272	0.19272
0.765	0.62	3.93	3.61540	3.61540	4.32030	3.82150	4.07460	4.11840	29.964	0.21235
0.767	0.62	3.95	3.63060	3.63060	4.33850	3.83400	4.08790	4.13190	27.869	0.21192
0.770	0.63	3.96	3.64580	3.64580	4.35670	3.84650	4.10120	4.14530	28.734	0.20334
0.772	0.63	3.98	3.66100	3.66100	4.37480	3.85900	4.11450	4.15880	28.487	0.18376
0.775	0.63	3.99	3.67630	3.67630	4.39310	3.87150	4.12780	4.17230	29.965	0.18303
0.777	0.63	4.01	3.69150	3.69150	4.41130	3.88400	4.14110	4.18570	29.588	0.19795
0.780	0.64	4.02	3.70670	3.70670	4.42940	3.89650	4.15450	4.19920	29.992	0.19017
0.782	0.64	4.04	3.72200	3.72200	4.44770	3.90900	4.16780	4.21260	30.788	0.18470
0.785	0.64	4.06	3.73720	3.73720	4.46580	3.92140	4.18110	4.22610	30.171	0.19717
0.787	0.64	4.07	3.75240	3.75240	4.48400	3.93390	4.19440	4.23960	29.309	0.19495
0.790	0.65	4.09	3.76760	3.76760	4.50220	3.94640	4.20770	4.25300	29.884	0.20261
0.792	0.65	4.10	3.78280	3.78280	4.52040	3.95890	4.22100	4.26650	28.778	0.20564
0.795	0.65	4.12	3.79810	3.79810	4.53860	3.97140	4.23430	4.27990	29.644	0.20874
0.797	0.66	4.13	3.81330	3.81330	4.55680	3.98390	4.24770	4.29340	28.886	0.21955
0.800	0.66	4.15	3.82850	3.82850	4.57500	3.99640	4.26100	4.30690	29.232	0.21586
0.802	0.66	4.17	3.84370	3.84370	4.59320	4.00890	4.27430	4.32030	28.178	0.19423
0.805	0.66	4.18	3.85900	3.85900	4.61140	4.02140	4.28760	4.33380	30.185	0.19246
0.807	0.67	4.20	3.87420	3.87420	4.62950	4.03380	4.30090	4.34720	29.741	0.20236
0.810	0.67	4.21	3.88940	3.88940	4.64780	4.04630	4.31420	4.36070	30.004	0.20311
0.812	0.67	4.23	3.90470	3.90470	4.66600	4.05880	4.32760	4.37410	30.713	0.19961
0.815	0.67	4.24	3.91990	3.91990	4.68410	4.07130	4.34090	4.38760	29.063	0.19192
0.818	0.68	4.26	3.93510	3.93510	4.70240	4.08380	4.35420	4.40110	29.493	0.21462
0.820	0.68	4.28	3.95030	3.95030	4.72050	4.09630	4.36750	4.41450	30.700	0.20364
0.823	0.68	4.29	3.96550	3.96550	4.73870	4.10880	4.38080	4.42800	30.139	0.19707
0.825	0.68	4.31	3.98080	3.98080	4.75700	4.12130	4.39410	4.44140	30.896	0.19226
0.828	0.69	4.32	3.99600	3.99600	4.77510	4.13380	4.40740	4.45490	30.242	0.19784
0.830	0.69	4.34	4.01120	4.01120	4.79330	4.14620	4.42080	4.46840	29.736	0.20178
0.833	0.69	4.35	4.02640	4.02640	4.81150	4.15870	4.43410	4.48180	29.930	0.19570
0.835	0.69	4.37	4.04170	4.04170	4.82970	4.17120	4.44740	4.49530	30.647	0.18792
0.838	0.70	4.39	4.05690	4.05690	4.84790	4.18370	4.46070	4.50870	28.397	0.19755
0.840	0.70	4.40	4.07210	4.07210	4.86610	4.19620	4.47400	4.52220	29.168	0.20723
0.843	0.70	4.42	4.08740	4.08740	4.88430	4.20870	4.48730	4.53570	29.339	0.19768
0.845	0.70	4.43	4.10260	4.10260	4.90250	4.22120	4.50070	4.54910	29.242	0.20667
0.848	0.71	4.45	4.11780	4.11780	4.92070	4.23370	4.51400	4.56260	29.031	0.19382
0.850	0.71	4.46	4.13300	4.13300	4.93880	4.24620	4.52730	4.57600	28.800	0.19362
0.853	0.71	4.48	4.14820	4.14820	4.95710	4.25860	4.54060	4.58950	29.522	0.20535
0.855	0.72	4.50	4.16340	4.16340	4.97520	4.27110	4.55390	4.60300	29.400	0.20098
0.858	0.72	4.51	4.17870	4.17870	4.99340	4.28360	4.56720	4.61640	27.355	0.19561
0.860	0.72	4.53	4.19390	4.19390	5.01170	4.29610	4.58060	4.62990	28.393	0.19585
0.863	0.72	4.54	4.20910	4.20910	5.02980	4.30860	4.59390	4.64330	28.687	0.19879
0.865	0.73	4.56	4.22440	4.22440	5.04800	4.32110	4.60720	4.65680	29.184	0.22132
0.868	0.73	4.57	4.23960	4.23960	5.06620	4.33360	4.62050	4.67020	28.206	0.20317
0.870	0.73	4.59	4.25480	4.25480	5.08440	4.34610	4.63380	4.68370	29.805	0.20416
0.873	0.73	4.61	4.27000	4.27000	5.10260	4.35860	4.64710	4.69720	27.890	0.21455
0.875	0.74	4.62	4.28530	4.28530	5.12080	4.37100	4.66040	4.71060	29.188	0.20232
0.877	0.74	4.64	4.30050	4.30050	5.13900	4.38350	4.67380	4.72410	28.794	0.21181
0.880	0.74	4.65	4.31570	4.31570	5.15720	4.39600	4.68710	4.73750	28.915	0.20846
0.882	0.74	4.67	4.33100	4.33100	5.17540	4.40850	4.70040	4.75100	28.571	0.20253
0.885	0.75	4.68	4.34610	4.34610	5.19350	4.42100	4.71370	4.76450	28.960	0.19994
0.887	0.75	4.70	4.36140	4.36140	5.21180	4.43350	4.72700	4.77790	29.651	0.20789
0.890	0.75	4.72	4.37660	4.37660	5.22990	4.44600	4.74030	4.79140	29.933	0.19643
0.892	0.75	4.73	4.39180	4.39180	5.24810	4.45850	4.75370	4.80480	30.704	0.19350
0.895	0.76	4.75	4.40710	4.40710	5.26640	4.47100	4.76700	4.81830	29.277	0.19780
0.897	0.76	4.76	4.42230	4.42230	5.28450	4.48340	4.78030	4.83180	30.354	0.19886
0.900	0.76	4.78	4.43750	4.43750	5.30270	4.49590	4.79360	4.84520	29.308	0.20886
0.902	0.77	4.79	4.45270	4.45270	5.32090	4.50840	4.80690	4.85870	29.261	0.22780
0.905	0.77	4.81	4.46800	4.46800	5.33910	4.52090	4.82020	4.87210	29.618	0.19967
0.907	0.77	4.83	4.48320	4.48320	5.35730	4.53340	4.83350	4.88560	29.399	0.22033
0.910	0.77	4.84	4.49840	4.49840	5.37550	4.54590	4.84690	4.89900	30.161	0.20723
0.912	0.78	4.86	4.51370	4.51370	5.39370	4.55840	4.86020	4.91250	30.695	0.19677
0.915	0.78	4.87	4.52880	4.52880	5.41190	4.57090	4.87350	4.92600	30.373	0.20122
0.917	0.78	4.89	4.54410	4.54410	5.43010	4.58330	4.88680	4.93940	31.078	0.21227
0.920	0.78	4.90	4.55930	4.55930	5.44820	4.59580	4.90010	4.95290	28.389	0.21605
0.922	0.79	4.92	4.57450	4.57450	5.46650	4.60830	4.91340	4.96630	28.849	0.20823
0.925	0.79	4.94	4.58970	4.58970	5.48460	4.62080	4.92680	4.97980	28.646	0.22425
0.927	0.79	4.95	4.60500	4.60500	5.50280	4.63330	4.94010	4.99330	29.346	0.21319
0.930	0.79	4.97	4.62020	4.62020	5.52110	4.64580	4.95340	5.00670	29.911	0.21473
0.932	0.80	4.98	4.63540	4.63540	5.53920	4.65830	4.96670	5.02020	29.079	0.21138
0.935	0.80	5.00	4.65070	4.65070	5.55740	4.67080	4.98000	5.03360	28.598	0.20463
0.938	0.80	5.01	4.66590	4.66590	5.57560	4.68330	4.99330	5.04710	29.130	0.20271
0.943	0.81	5.05	4.69630	4.69630	5.61200	4.70820	5.02000	5.07400	29.058	0.19087
0.945	0.81	5.06	4.71150	4.71150	5.63020	4.72070	5.03330	5.08750	27.849	0.18939
0.948	0.81	5.08	4.72680	4.72680	5.64840	4.73320	5.04660	5.10090	27.439	0.18205
0.950	0.81	5.09	4.74200	4.74200	5.66660	4.74570	5.05990	5.11440	26.830	0.20439
0.953	0.82	5.11	4.75720	4.75720	5.68480	4.75820	5.07320	5.12780	26.922	0.20901
0.955	0.82	5.12	4.77240	4.77240	5.70290	4.77070	5.08650	5.14130	26.053	0.18966
0.958	0.82	5.14	4.78770	4.78770	5.72120	4.78320	5.09990	5.15480	27.877	0.19812
0.960	0.83	5.16	4.80290	4.80290	5.73940	4.79570	5.11320	5.16820	28.281	0.20142
0.963	0.83	5.17	4.81810	4.81810	5.75750	4.80810	5.12650	5.18170	27.914	0.20317
0.965	0.83	5.19	4.83340	4.83340	5.77580	4.82060	5.13980	5.19510	27.615	0.21621
0.968	0.83	5.20	4.84860	4.84860	5.79390	4.83310	5.15310	5.20860	27.052	0.21444
0.970	0.84	5.22	4.86380	4.86380	5.81210	4.84560	5.16640	5.22210	26.643	0.19574
0.973	0.84	5.23	4.87900	4.87900	5.83030	4.85810	5.17980	5.23550	26.843	0.19773
0.975	0.84	5.25	4.89420	4.89420	5.84850	4.87060	5.19310	5.24900	27.624	0.19762
0.978	0.84	5.27	4.90950	4.90950	5.86670	4.88310	5.20640	5.26240	26.604	0.21525
0.980	0.85	5.28	4.92470	4.92470	5.88490	4.89560	5.21970	5.27590	26.386	0.19944
0.983	0.85	5.30	4.93990	4.93990	5.90310	4.90810	5.23300	5.28940	26.170	0.19592
0.985	0.85	5.31	4.95510	4.95510	5.92130	4.92050	5.24630	5.30280	26.705	0.18311
0.988	0.85	5.33	4.97040	4.97040	5.93950	4.93300	5.25960	5.31630	26.683	0.19922
0.990	0.86	5.34	4.98560	4.98560	5.95760	4.94550	5.27300	5.32970	26.177	0.19177
0.993	0.86	5.36	5.00080	5.00080	5.97590	4.95800	5.28630	5.34320	26.996	0.18066
0.995	0.86	5.38	5.01610	5.01610	5.99410	4.97050	5.29960	5.35660	26.614	0.20759
0.998	0.86	5.39	5.03130	5.03130	6.01220	4.98300	5.31290	5.37010	28.418	0.21371
1.000	0.87	5.41	5.04650	5.04650	6.03050	4.99550	5.32620	5.38360	29.262	0.20569
1.002	0.87	5.42	5.06170	5.06170	6.04860	5.00800	5.33950	5.39700	29.210	0.20579
1.005	0.87	5.44	5.07700	5.07700	6.06680	5.02050	5.35290	5.41050	30.577	0.19897
1.008	0.87	5.45	5.09210	5.09210	6.08500	5.03290	5.36620	5.42390	29.673	0.19985
1.010	0.88	5.47	5.10740	5.10740	6.10320	5.04540	5.37950	5.43740	29.377	0.20309
1.012	0.88	5.49	5.12260	5.12260	6.12140	5.05790	5.39280	5.45090	28.039	0.20640
1.015	0.88	5.50	5.13780	5.13780	6.13960	5.07040	5.40610	5.46430	28.842	0.22186
1.018	0.89	5.52	5.15310	5.15310	6.15780	5.08290	5.41940	5.47780	29.671	0.21721
1.020	0.89	5.53	5.16830	5.16830	6.17600	5.09540	5.43270	5.49120	30.350	0.21057
1.022	0.89	5.55	5.18350	5.18350	6.19420	5.10790	5.44610	5.50470	29.566	0.21260
1.025	0.89	5.56	5.19870	5.19870	6.21230	5.12040	5.45940	5.51820	29.131	0.20908
1.028	0.90	5.58	5.21400	5.21400	6.23060	5.13290	5.47270	5.53160	27.684	0.22795
1.030	0.90	5.60	5.22920	5.22920	6.24880	5.14530	5.48600	5.54510	29.479	0.21309
1.032	0.90	5.61	5.24440	5.24440	6.26690	5.15780	5.49930	5.55850	30.438	0.21415
1.035	0.90	5.63	5.25970	5.25970	6.28520	5.17030	5.51260	5.57200	30.556	0.21321
1.038	0.91	5.64	5.27480	5.27480	6.30330	5.18280	5.52600	5.58550	29.162	0.20274
1.040	0.91	5.66	5.29010	5.29010	6.32150	5.19530	5.53930	5.59890	30.354	0.21021
1.042	0.91	5.67	5.30530	5.30530	6.33970	5.20780	5.55260	5.61240	29.605	0.20358
1.045	0.91	5.69	5.32050	5.32050	6.35790	5.22030	5.56590	5.62580	31.148	0.19835
1.048	0.92	5.71	5.33580	5.33580	6.37610	5.23280	5.57920	5.63930	31.230	0.21919
1.050	0.92	5.72	5.35100	5.35100	6.39430	5.24520	5.59250	5.65270	30.390	0.20579
1.052	0.92	5.74	5.36620	5.36620	6.41250	5.25770	5.60580	5.66620	32.026	0.20408
1.055	0.92	5.75	5.38140	5.38140	6.43070	5.27020	5.61920	5.67970	31.240	0.21049
1.058	0.93	5.77	5.39670	5.39670	6.44890	5.28270	5.63250	5.69310	30.380	0.19600
1.060	0.93	5.78	5.41190	5.41190	6.46700	5.29520	5.64580	5.70660	29.547	0.19648
1.062	0.93	5.80	5.42710	5.42710	6.48530	5.30770	5.65910	5.72000	29.193	0.20411
1.065	0.94	5.82	5.44240	5.44240	6.50350	5.32020	5.67240	5.73350	29.185	0.21376
1.067	0.94	5.83	5.45750	5.45750	6.52160	5.33270	5.68570	5.74700	28.972	0.21587
1.070	0.94	5.85	5.47280	5.47280	6.53990	5.34520	5.69910	5.76040	29.110	0.21228
1.073	0.94	5.86	5.48800	5.48800	6.55800	5.35760	5.71240	5.77390	29.279	0.20966
1.075	0.95	5.88	5.50320	5.50320	6.57620	5.37010	5.72570	5.78730	31.517	0.20789
1.077	0.95	5.89	5.51850	5.51850	6.59450	5.38260	5.73900	5.80080	29.670	0.20131
1.080	0.95	5.91	5.53370	5.53370	6.61260	5.39510	5.75230	5.81430	29.011	0.21190
1.083	0.95	5.93	5.54890	5.54890	6.63080	5.40760	5.76560	5.82770	29.429	0.20591
1.085	0.96	5.94	5.56410	5.56410	6.64900	5.42010	5.77900	5.84120	27.573	0.21243
1.087	0.96	5.96	5.57940	5.57940	6.66720	5.43260	5.79230	5.85460	27.974	0.21503
1.090	0.96	5.97	5.59460	5.59460	6.68540	5.44510	5.80560	5.86810	27.758	0.23306
1.093	0.96	5.99	5.60980	5.60980	6.70360	5.45760	5.81890	5.88150	27.644	0.21984
1.095	0.97	6.00	5.62510	5.62510	6.72180	5.47000	5.83220	5.89500	27.977	0.21742
1.097	0.97	6.02	5.64020	5.64020	6.74000	5.48250	5.84550	5.90850	28.543	0.21557
1.100	0.97	6.04	5.65550	5.65550	6.75820	5.49500	5.85880	5.92190	27.821	0.21817
1.103	0.97	6.05	5.67070	5.67070	6.77630	5.50750	5.87220	5.93540	27.981	0.21269
1.105	0.98	6.07	5.68590	5.68590	6.79460	5.52000	5.88550	5.94880	28.346	0.21370
1.107	0.98	6.08	5.70110	5.70110	6.81270	5.53250	5.89880	5.96230	27.082	0.21207
1.110	0.98	6.10	5.71640	5.71640	6.83090	5.54500	5.91210	5.97580	27.523	0.21600
1.113	0.98	6.12	5.73160	5.73160	6.84920	5.55750	5.92540	5.98920	27.782	0.21305
1.115	0.99	6.13	5.74680	5.74680	6.86730	5.57000	5.93870	6.00270	27.507	0.23528
1.117	0.99	6.15	5.76210	5.76210	6.88550	5.58240	5.95210	6.01610	26.848	0.21132
1.120	0.99	6.16	5.77730	5.77730	6.90370	5.59490	5.96540	6.02960	27.686	0.20032
1.123	1.00	6.18	5.79250	5.79250	6.92190	5.60740	5.97870	6.04310	27.551	0.20174
1.125	1.00	6.19	5.80770	5.80770	6.94010	5.61990	5.99200	6.05650	27.071	0.20080
1.127	1.00	6.21	5.82270	5.82270	6.95800	5.63240	6.00530	6.07000	27.188	0.20216
1.130	1.00	6.23	5.83840	5.83840	6.97680	5.64490	6.01860	6.08340	27.047	0.19908
1.133	1.01	6.24	5.85360	5.85360	6.99490	5.65740	6.03190	6.09690	27.009	0.21018
1.135	1.01	6.26	5.86870	5.86870	7.01300	5.66990	6.04530	6.11030	27.618	0.21019
1.137	1.01	6.27	5.88380	5.88380	7.03100	5.68240	6.05860	6.12380	27.279	0.21664
1.140	1.01	6.29	5.89900	5.89900	7.04910	5.69480	6.07190	6.13730	26.951	0.20303
1.143	1.02	6.30	5.91410	5.91410	7.06720	5.70730	6.08520	6.15070	27.203	0.21609
1.145	1.02	6.32	5.92920	5.92920	7.08530	5.71980	6.09850	6.16420	26.655	0.21310
1.147	1.02	6.34	5.94490	5.94490	7.10410	5.73230	6.11180	6.17760	26.836	0.21574
1.150	1.02	6.35	5.96010	5.96010	7.12210	5.74480	6.12520	6.19110	28.164	0.20850
1.153	1.03	6.37	5.97520	5.97520	7.14020	5.75730	6.13850	6.20460	27.904	0.21703
1.155	1.03	6.38	5.99030	5.99030	7.15830	5.76980	6.15180	6.21800	26.022	0.21036
1.157	1.03	6.40	6.00550	6.00550	7.17640	5.78230	6.16510	6.23150	27.208	0.20512
1.160	1.03	6.41	6.02060	6.02060	7.19450	5.79480	6.17840	6.24490	27.352	0.20939
1.163	1.04	6.43	6.03630	6.03630	7.21330	5.80720	6.19170	6.25840	28.204	0.22318
1.165	1.04	6.45	6.05150	6.05150	7.23130	5.81970	6.20500	6.27190	28.092	0.20985
1.167	1.04	6.46	6.06660	6.06660	7.24940	5.83220	6.21840	6.28530	26.720	0.20958
1.170	1.04	6.48	6.08170	6.08170	7.26750	5.84470	6.23170	6.29880	26.272	0.20708
1.173	1.05	6.49	6.09690	6.09690	7.28560	5.85720	6.24500	6.31220	26.819	0.20797
1.175	1.05	6.51	6.11200	6.11200	7.30370	5.86970	6.25830	6.32570	27.171	0.21344
1.177	1.05	6.52	6.12770	6.12770	7.32250	5.88220	6.27160	6.33920	28.000	0.20101
1.180	1.06	6.54	6.14280	6.14280	7.34050	5.89470	6.28490	6.35260	29.492	0.21353
1.183	1.06	6.56	6.15800	6.15800	7.35860	5.90710	6.29830	6.36610	27.801	0.20397
1.185	1.06	6.57	6.17310	6.17310	7.37670	5.91960	6.31160	6.37950	28.280	0.20110
1.188	1.06	6.59	6.18820	6.18820	7.39480	5.93210	6.32490	6.39300	28.140	0.20444
1.190	1.07	6.60	6.20340	6.20340	7.41290	5.94460	6.33820	6.40640	28.234	0.20942
1.192	1.07	6.62	6.21850	6.21850	7.43100	5.95710	6.35150	6.41990	28.337	0.20762
1.195	1.07	6.63	6.23420	6.23420	7.44970	5.96960	6.36480	6.43340	27.214	0.20852
1.198	1.07	6.65	6.24940	6.24940	7.46780	5.98210	6.37820	6.44680	28.769	0.20314
1.200	1.08	6.67	6.26450	6.26450	7.48590	5.99460	6.39150	6.46030	27.965	0.21426
1.202	1.08	6.68	6.27960	6.27960	7.50400	6.00710	6.40480	6.47370	28.196	0.19931
1.205	1.08	6.70	6.29480	6.29480	7.52210	6.01950	6.41810	6.48720	28.150	0.20240
1.208	1.08	6.71	6.30990	6.30990	7.54020	6.03200	6.43140	6.50070	28.204	0.20162
1.210	1.09	6.73	6.32560	6.32560	7.55890	6.04450	6.44470	6.51410	28.386	0.21723
1.212	1.09	6.74	6.34070	6.34070	7.57700	6.05700	6.45800	6.52760	27.895	0.21764
1.215	1.09	6.76	6.35590	6.35590	7.59510	6.06950	6.47140	6.54100	28.140	0.20859
1.218	1.09	6.78	6.37100	6.37100	7.61320	6.08200	6.48470	6.55450	29.167	0.21378
1.220	1.10	6.79	6.38610	6.38610	7.63130	6.09450	6.49800	6.56800	28.451	0.22588
1.222	1.10	6.81	6.40130	6.40130	7.64940	6.10700	6.51130	6.58140	29.067	0.21346
1.225	1.10	6.82	6.41700	6.41700	7.66810	6.11950	6.52460	6.59490	29.810	0.20842
