/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385D	339-U1385D-1H-1,1420	1.4200	10.03800	8.26500	8.26500	9.73	36.8610	0.177470
339-U1385D	339-U1385D-1H-1,1430	1.4300	10.21700	8.32320	8.32320	9.78	37.6020	0.169100
339-U1385D	339-U1385D-1H-1,1440	1.4400	10.39600	8.38140	8.38140	9.83	34.5210	0.175990
339-U1385D	339-U1385D-1H-1,1450	1.4500	10.57500	8.43960	8.43960	9.88	32.9080	0.181580
339-U1385D	339-U1385D-1H-1,1460	1.4600	10.75400	8.49780	8.49780	9.94	35.2050	0.183830
339-U1385D	339-U1385D-1H-1,1470	1.4700	10.93300	8.55600	8.55600	9.99	31.7090	0.206620
339-U1385D	339-U1385D-1H-1,1480	1.4800	11.11200	8.61420	8.61420	10.04	30.2250	0.180490
339-U1385D	339-U1385D-1H-2,10	1.5100	11.52000	8.78880	8.78880	10.19	33.1830	0.177470
339-U1385D	339-U1385D-1H-2,20	1.5200	11.57000	8.84700	8.84700	10.24	34.8470	0.161380
339-U1385D	339-U1385D-1H-2,30	1.5300	11.62000	8.90520	8.90520	10.30	32.3670	0.192010
339-U1385D	339-U1385D-1H-2,40	1.5400	11.67000	8.96340	8.96340	10.35	32.3710	0.207250
339-U1385D	339-U1385D-1H-2,50	1.5500	11.72000	9.02160	9.02160	10.40	32.8240	0.198730
339-U1385D	339-U1385D-1H-2,60	1.5600	11.99700	9.07980	9.07980	10.45	33.6940	0.177740
339-U1385D	339-U1385D-1H-2,70	1.5700	12.27300	9.13800	9.13800	10.50	35.6260	0.169710
339-U1385D	339-U1385D-1H-2,80	1.5800	12.55000	9.19620	9.19620	10.55	32.5690	0.165520
339-U1385D	339-U1385D-1H-2,90	1.5900	12.69400	9.25440	9.25440	10.60	29.5980	0.221030
339-U1385D	339-U1385D-1H-2,100	1.6000	12.83900	9.31260	9.31260	10.66	29.8710	0.199150
339-U1385D	339-U1385D-1H-2,110	1.6100	12.98300	9.37080	9.37080	10.71	30.1630	0.202670
339-U1385D	339-U1385D-1H-2,120	1.6200	13.12700	9.42900	9.42900	10.76	30.1400	0.180550
339-U1385D	339-U1385D-1H-2,130	1.6300	13.27100	9.48720	9.48720	10.81	28.6680	0.197130
339-U1385D	339-U1385D-1H-2,140	1.6400	13.41600	9.54540	9.54540	10.86	28.2030	0.206100
339-U1385D	339-U1385D-1H-2,150	1.6500	13.56000	9.60360	9.60360	10.91	27.5300	0.211010
339-U1385D	339-U1385D-1H-2,160	1.6600	13.70400	9.66180	9.66180	10.96	28.6040	0.212850
339-U1385D	339-U1385D-1H-2,170	1.6700	13.84900	9.72000	9.72000	11.02	25.5290	0.217140
339-U1385D	339-U1385D-1H-2,180	1.6800	13.99300	9.77830	9.77830	11.07	24.7050	0.261270
339-U1385D	339-U1385D-1H-2,190	1.6900	14.13700	9.83650	9.83650	11.12	24.3270	0.217180
339-U1385D	339-U1385D-1H-2,200	1.7000	14.28100	9.89470	9.89470	11.17	25.5100	0.225930
339-U1385D	339-U1385D-1H-2,210	1.7100	14.42600	9.95290	9.95290	11.22	25.2450	0.232210
339-U1385D	339-U1385D-1H-2,220	1.7200	14.57000	10.01100	10.01100	11.27	24.1590	0.256600
339-U1385D	339-U1385D-1H-2,230	1.7300	14.60500	10.06900	10.06900	11.32	24.1480	0.233610
339-U1385D	339-U1385D-1H-2,240	1.7400	14.64000	10.12700	10.12700	11.38	21.8880	0.311360
339-U1385D	339-U1385D-1H-2,250	1.7500	14.67500	10.18600	10.18600	11.43	27.1940	0.224560
339-U1385D	339-U1385D-1H-2,260	1.7600	14.70900	10.24400	10.24400	11.48	26.5020	0.234370
339-U1385D	339-U1385D-1H-2,270	1.7700	14.74400	10.30200	10.30200	11.53	21.4690	0.272460
339-U1385D	339-U1385D-1H-2,280	1.7800	14.77900	10.36000	10.36000	11.58	21.5160	0.299280
339-U1385D	339-U1385D-1H-2,290	1.7900	14.81400	10.41800	10.41800	11.63	21.0870	0.334740
339-U1385D	339-U1385D-1H-2,300	1.8000	14.84900	10.47700	10.47700	11.68	20.3940	0.358950
339-U1385D	339-U1385D-1H-2,310	1.8100	14.88400	10.53500	10.53500	11.73	17.6700	0.386130
339-U1385D	339-U1385D-1H-2,320	1.8200	14.91900	10.59300	10.59300	11.79	17.5260	0.363600
339-U1385D	339-U1385D-1H-2,330	1.8300	14.95300	10.65100	10.65100	11.84	17.5640	0.376850
339-U1385D	339-U1385D-1H-2,340	1.8400	14.98800	10.71000	10.71000	11.89	19.2670	0.348330
339-U1385D	339-U1385D-1H-2,350	1.8500	15.02300	10.76800	10.76800	11.94	19.5160	0.348740
339-U1385D	339-U1385D-1H-2,360	1.8600	15.05800	10.82600	10.82600	11.99	20.9960	0.337690
339-U1385D	339-U1385D-1H-2,370	1.8700	15.09300	10.88400	10.88400	12.04	21.1130	0.308540
339-U1385D	339-U1385D-1H-2,380	1.8800	15.12800	10.94200	10.94200	12.09	21.4650	0.307820
339-U1385D	339-U1385D-1H-2,390	1.8900	15.16300	11.00100	11.00100	12.14	19.7090	0.338100
339-U1385D	339-U1385D-1H-2,400	1.9000	15.19700	11.05900	11.05900	12.20	20.7950	0.321100
339-U1385D	339-U1385D-1H-2,410	1.9100	15.23200	11.11700	11.11700	12.25	22.0410	0.311540
339-U1385D	339-U1385D-1H-2,420	1.9200	15.26700	11.17500	11.17500	12.30	22.7540	0.298630
339-U1385D	339-U1385D-1H-2,430	1.9300	15.30200	11.23300	11.23300	12.35	23.4800	0.265580
339-U1385D	339-U1385D-1H-2,440	1.9400	15.33700	11.29200	11.29200	12.40	24.4120	0.289430
339-U1385D	339-U1385D-1H-2,450	1.9500	15.37200	11.35000	11.35000	12.45	23.3940	0.278190
339-U1385D	339-U1385D-1H-2,460	1.9600	15.40700	11.40800	11.40800	12.51	23.3150	0.258590
339-U1385D	339-U1385D-1H-2,470	1.9700	15.44100	11.46600	11.46600	12.56	23.9320	0.271740
339-U1385D	339-U1385D-1H-2,480	1.9800	15.47600	11.52400	11.52400	12.61	23.6400	0.271340
339-U1385D	339-U1385D-1H-2,490	1.9900	15.51100	11.58300	11.58300	12.66	25.3050	0.269020
339-U1385D	339-U1385D-1H-2,500	2.0000	15.54600	11.64100	11.64100	12.71	25.7120	0.259010
339-U1385D	339-U1385D-1H-2,510	2.0100	15.58100	11.69900	11.69900	12.76	25.2730	0.275310
339-U1385D	339-U1385D-1H-2,520	2.0200	15.61600	11.75700	11.75700	12.81	25.3830	0.268020
339-U1385D	339-U1385D-1H-2,530	2.0300	15.65000	11.81500	11.81500	12.86	24.3760	0.264910
339-U1385D	339-U1385D-1H-2,540	2.0400	15.68500	11.87400	11.87400	12.92	22.2460	0.277720
339-U1385D	339-U1385D-1H-2,550	2.0500	15.72000	11.93200	11.93200	12.97	24.0460	0.277910
339-U1385D	339-U1385D-1H-2,560	2.0600	15.75500	11.99000	11.99000	13.02	24.9190	0.269000
339-U1385D	339-U1385D-1H-2,570	2.0700	15.79000	12.05200	12.06800	13.07	25.7240	0.258410
339-U1385D	339-U1385D-1H-2,580	2.0800	15.82500	12.11400	12.14500	13.12	24.8380	0.260390
339-U1385D	339-U1385D-1H-2,590	2.0900	15.86000	12.17600	12.22300	13.17	24.3300	0.265900
339-U1385D	339-U1385D-1H-2,600	2.1000	15.89400	12.23800	12.30100	13.22	23.8940	0.255710
339-U1385D	339-U1385D-1H-2,610	2.1100	15.92900	12.30000	12.37800	13.28	25.7730	0.220080
339-U1385D	339-U1385D-1H-2,620	2.1200	15.96400	12.36200	12.45600	13.33	23.9670	0.242170
339-U1385D	339-U1385D-1H-2,630	2.1300	15.99900	12.42500	12.53400	13.38	23.5320	0.239600
339-U1385D	339-U1385D-1H-2,640	2.1400	16.03400	12.48700	12.61100	13.43	22.0380	0.281900
339-U1385D	339-U1385D-1H-2,650	2.1500	16.06900	12.54900	12.68900	13.48	22.6420	0.277650
339-U1385D	339-U1385D-1H-2,660	2.1600	16.10400	12.61100	12.76700	13.53	25.3670	0.256690
339-U1385D	339-U1385D-1H-2,670	2.1700	16.13800	12.67300	12.84400	13.58	26.0580	0.225070
339-U1385D	339-U1385D-1H-2,680	2.1800	16.17300	12.73500	12.92200	13.63	26.0550	0.238830
339-U1385D	339-U1385D-1H-2,690	2.1900	16.20800	12.79700	13.00000	13.69	26.8130	0.250110
339-U1385D	339-U1385D-1H-2,700	2.2000	16.24300	12.85900	13.07700	13.74	25.1650	0.231800
339-U1385D	339-U1385D-1H-2,710	2.2100	16.27800	12.92100	13.15500	13.79	25.6490	0.249060
339-U1385D	339-U1385D-1H-2,720	2.2200	16.31300	12.98300	13.23300	13.84	29.7290	0.223240
339-U1385D	339-U1385D-1H-2,730	2.2300	16.34800	13.04500	13.31000	13.89	25.8600	0.244060
339-U1385D	339-U1385D-1H-2,740	2.2400	16.38200	13.10700	13.38800	13.94	23.7900	0.246040
339-U1385D	339-U1385D-1H-2,750	2.2500	16.41700	13.17000	13.46600	13.99	22.8260	0.272630
339-U1385D	339-U1385D-1H-2,760	2.2600	16.45200	13.23200	13.54300	14.05	22.4020	0.241490
339-U1385D	339-U1385D-1H-2,770	2.2700	16.48700	13.29400	13.62100	14.10	21.4430	0.262070
339-U1385D	339-U1385D-1H-2,780	2.2800	16.52200	13.35600	13.69900	14.15	22.3330	0.285300
339-U1385D	339-U1385D-1H-2,790	2.2900	16.55700	13.41800	13.77600	14.20	23.6620	0.249150
339-U1385D	339-U1385D-1H-2,800	2.3000	16.59200	13.48000	13.85400	14.25	21.8990	0.276620
339-U1385D	339-U1385D-1H-2,810	2.3100	16.62600	13.54200	13.93200	14.30	22.1030	0.274170
339-U1385D	339-U1385D-1H-2,820	2.3200	16.66100	13.60400	14.00900	14.35	21.2170	0.294150
339-U1385D	339-U1385D-1H-2,830	2.3300	16.69600	13.66600	14.08700	14.40	22.5350	0.281340
339-U1385D	339-U1385D-1H-2,840	2.3400	16.73100	13.72800	14.16500	14.46	23.0740	0.266200
339-U1385D	339-U1385D-1H-2,850	2.3500	16.76600	13.79000	14.24200	14.51	20.4540	0.283170
339-U1385D	339-U1385D-1H-2,860	2.3600	16.80100	13.85200	14.32000	14.56	20.5650	0.270870
339-U1385D	339-U1385D-1H-2,870	2.3700	16.83600	13.91400	14.39800	14.61	23.2770	0.260670
339-U1385D	339-U1385D-1H-2,880	2.3800	16.87000	13.97700	14.47600	14.66	24.4440	0.231440
339-U1385D	339-U1385D-1H-2,890	2.3900	16.90500	14.03900	14.55300	14.71	21.3050	0.267910
339-U1385D	339-U1385D-1H-2,900	2.4000	16.94000	14.10100	14.63100	14.77	21.4270	0.270690
339-U1385D	339-U1385D-1H-2,910	2.4100	16.97500	14.16300	14.70900	14.82	18.5220	0.310620
339-U1385D	339-U1385D-1H-2,920	2.4200	17.01000	14.22500	14.78600	14.87	18.7950	0.318070
339-U1385D	339-U1385D-1H-2,930	2.4300	17.04500	14.28700	14.86400	14.92	21.7430	0.282130
339-U1385D	339-U1385D-1H-2,940	2.4400	17.08000	14.34900	14.94200	14.97	20.0330	0.279820
339-U1385D	339-U1385D-1H-2,950	2.4500	17.11400	14.41100	15.01900	15.02	18.6330	0.297900
339-U1385D	339-U1385D-1H-2,960	2.4600	17.14900	14.47300	15.09700	15.07	17.9270	0.325960
339-U1385D	339-U1385D-1H-2,970	2.4700	17.18400	14.53500	15.17500	15.12	18.4710	0.324830
339-U1385D	339-U1385D-1H-2,980	2.4800	17.21900	14.59700	15.25200	15.18	18.7850	0.340280
339-U1385D	339-U1385D-1H-2,990	2.4900	17.25400	14.65900	15.33000	15.23	17.8870	0.370170
339-U1385D	339-U1385D-1H-2,1000	2.5000	17.28900	14.72200	15.40800	15.28	21.2940	0.311970
339-U1385D	339-U1385D-1H-2,1010	2.5100	17.32300	14.78400	15.48500	15.33	20.5670	0.300570
339-U1385D	339-U1385D-1H-2,1020	2.5200	17.35800	14.84600	15.56300	15.38	20.3010	0.270150
339-U1385D	339-U1385D-1H-2,1030	2.5300	17.39300	14.90800	15.64100	15.43	18.4270	0.354200
339-U1385D	339-U1385D-1H-2,1040	2.5400	17.42800	14.97000	15.71800	15.48	17.6410	0.373060
339-U1385D	339-U1385D-1H-2,1050	2.5500	17.46300	15.03200	15.79600	15.54	18.2990	0.366980
339-U1385D	339-U1385D-1H-2,1060	2.5600	17.49800	15.09400	15.87400	15.59	18.2600	0.367370
339-U1385D	339-U1385D-1H-2,1070	2.5700	17.53300	15.15600	15.95100	15.64	17.0690	0.440530
339-U1385D	339-U1385D-1H-2,1080	2.5800	17.56700	15.21800	16.02900	15.69	17.2080	0.405330
339-U1385D	339-U1385D-1H-2,1090	2.5900	17.60200	15.28000	16.10700	15.74	17.8950	0.411880
339-U1385D	339-U1385D-1H-2,1100	2.6000	17.63700	15.34200	16.18400	15.79	17.3990	0.417970
339-U1385D	339-U1385D-1H-2,1110	2.6100	17.67200	15.40400	16.26200	15.84	17.5690	0.403970
339-U1385D	339-U1385D-1H-2,1120	2.6200	17.70700	15.46600	16.34000	15.89	17.8530	0.429960
339-U1385D	339-U1385D-1H-2,1130	2.6300	17.74200	15.52900	16.41700	15.95	18.0840	0.414670
339-U1385D	339-U1385D-1H-2,1140	2.6400	17.77700	15.59100	16.49500	16.00	18.2500	0.430370
339-U1385D	339-U1385D-1H-2,1150	2.6500	17.81100	15.65300	16.57300	16.05	18.3240	0.426850
339-U1385D	339-U1385D-1H-2,1160	2.6600	17.84600	15.71500	16.65000	16.10	18.6730	0.414060
339-U1385D	339-U1385D-1H-2,1170	2.6700	17.88100	15.77700	16.72800	16.15	19.4060	0.425260
339-U1385D	339-U1385D-1H-2,1180	2.6800	17.91600	15.83900	16.80600	16.20	20.2430	0.412540
339-U1385D	339-U1385D-1H-2,1190	2.6900	17.95100	15.90100	16.88300	16.25	21.1260	0.440540
339-U1385D	339-U1385D-1H-2,1200	2.7000	17.98600	15.96300	16.96100	16.31	23.6640	0.383830
339-U1385D	339-U1385D-1H-2,1210	2.7100	18.02100	16.02500	17.03900	16.36	19.4030	0.447470
339-U1385D	339-U1385D-1H-2,1220	2.7200	18.05500	16.08700	17.11600	16.41	18.0910	0.438960
339-U1385D	339-U1385D-1H-2,1230	2.7300	18.09000	16.14900	17.19400	16.46	16.9140	0.468360
339-U1385D	339-U1385D-1H-2,1240	2.7400	18.12500	16.21100	17.27200	16.51	15.9750	0.472250
339-U1385D	339-U1385D-1H-2,1250	2.7500	18.16000	16.27400	17.34900	16.56	15.6830	0.460140
339-U1385D	339-U1385D-1H-2,1260	2.7600	18.19600	16.33600	17.42700	16.61	17.4590	0.463560
339-U1385D	339-U1385D-1H-2,1270	2.7700	18.23200	16.39800	17.50500	16.66	18.8760	0.465740
339-U1385D	339-U1385D-1H-2,1280	2.7800	18.26800	16.46000	17.58200	16.72	14.9900	0.478370
339-U1385D	339-U1385D-1H-2,1290	2.7900	18.30400	16.52200	17.66000	16.77	15.0130	0.454960
339-U1385D	339-U1385D-1H-2,1300	2.8000	18.34000	16.58400	17.73800	16.82	15.6150	0.451680
339-U1385D	339-U1385D-1H-2,1310	2.8100	18.37600	16.64600	17.81500	16.87	15.7690	0.461680
339-U1385D	339-U1385D-1H-2,1320	2.8200	18.41200	16.70800	17.89300	16.92	15.5350	0.441920
339-U1385A	339-U1385A-2H-2,980	2.8200	18.41200	16.70800	17.89300	16.92	16.8820	
339-U1385A	339-U1385A-2H-2,990	2.8300	18.44800	16.77000	17.97100	16.97	17.2010	0.415470
339-U1385A	339-U1385A-2H-2,1000	2.8400	18.48500	16.83200	18.04800	17.02	16.1590	0.432100
339-U1385A	339-U1385A-2H-2,1010	2.8500	18.52100	16.89400	18.12600	17.08	16.3690	0.436120
339-U1385A	339-U1385A-2H-2,1020	2.8600	18.55700	16.95600	18.20400	17.13	16.3660	0.427890
339-U1385A	339-U1385A-2H-2,1020	2.8600	18.55700	16.95600	18.20400	17.13	16.3660	0.427890
339-U1385A	339-U1385A-2H-2,1020	2.8600	18.55700	16.95600	18.20400	17.13	16.3660	0.427890
339-U1385A	339-U1385A-2H-2,1030	2.8700	18.59300	17.01800	18.28100	17.18	18.3360	0.379720
339-U1385A	339-U1385A-2H-2,1040	2.8800	18.62900	17.08100	18.35900	17.23	18.4410	0.369280
339-U1385A	339-U1385A-2H-2,1050	2.8900	18.66500	17.14300	18.43700	17.28	19.1780	0.337660
339-U1385A	339-U1385A-2H-2,1060	2.9000	18.70100	17.20500	18.51400	17.33	19.6680	0.352900
339-U1385A	339-U1385A-2H-2,1070	2.9100	18.73700	17.26700	18.59200	17.39	20.2040	0.337160
339-U1385A	339-U1385A-2H-2,1080	2.9200	18.77300	17.32900	18.67000	17.44	21.6160	0.318450
339-U1385A	339-U1385A-2H-2,1090	2.9300	18.80900	17.39100	18.74700	17.49	21.5080	0.313900
339-U1385A	339-U1385A-2H-2,1100	2.9400	18.84500	17.45300	18.82500	17.54	22.6910	0.308200
339-U1385A	339-U1385A-2H-2,1110	2.9500	18.88100	17.51500	18.90300	17.59	20.3660	0.351180
339-U1385A	339-U1385A-2H-2,1120	2.9600	18.91700	17.57700	18.98100	17.64	23.6750	0.284270
339-U1385A	339-U1385A-2H-2,1130	2.9700	18.95300	17.63900	19.05800	17.69	23.9920	0.287940
339-U1385A	339-U1385A-2H-2,1140	2.9800	18.98900	17.70100	19.13600	17.74	23.9320	0.279110
339-U1385A	339-U1385A-2H-2,1150	2.9900	19.02500	17.76300	19.21400	17.80	24.6190	0.272100
339-U1385A	339-U1385A-2H-2,1160	3.0000	19.06200	17.82600	19.29100	17.85	21.6790	0.314060
339-U1385A	339-U1385A-2H-2,1170	3.0100	19.09800	17.88800	19.36900	17.90	23.3950	0.309850
339-U1385A	339-U1385A-2H-2,1180	3.0200	19.13400	17.95000	19.44700	17.95	23.7250	0.289880
339-U1385A	339-U1385A-2H-2,1190	3.0300	19.17000	18.01200	19.52400	18.00	22.4030	0.304390
339-U1385A	339-U1385A-2H-2,1200	3.0400	19.20600	18.07400	19.60200	18.05	21.6670	0.297740
339-U1385A	339-U1385A-2H-2,1210	3.0500	19.24200	18.13600	19.68000	18.10	22.1450	0.296210
339-U1385A	339-U1385A-2H-2,1220	3.0600	19.27800	18.19800	19.75700	18.16	22.8840	0.309220
339-U1385A	339-U1385A-2H-2,1230	3.0700	19.31400	18.26000	19.83500	18.21	23.8530	0.301220
339-U1385A	339-U1385A-2H-2,1240	3.0800	19.35000	18.32200	19.91300	18.26	22.1810	0.307950
339-U1385A	339-U1385A-2H-2,1250	3.0900	19.38600	18.38400	19.99000	18.31	23.5180	0.284400
339-U1385A	339-U1385A-2H-2,1260	3.1000	19.42200	18.44600	20.06800	18.36	25.6620	0.279220
339-U1385A	339-U1385A-2H-2,1270	3.1100	19.45800	18.50800	20.14600	18.41	24.5170	0.280530
339-U1385A	339-U1385A-2H-2,1270	3.1100	19.45800	18.50800	20.14600	18.41	24.5170	0.280530
339-U1385A	339-U1385A-2H-2,1270	3.1100	19.45800	18.50800	20.14600	18.41	24.5170	0.280530
339-U1385A	339-U1385A-2H-2,1280	3.1200	19.49400	18.57000	20.22300	18.46	24.0940	0.295180
339-U1385A	339-U1385A-2H-2,1290	3.1300	19.53000	18.63300	20.30100	18.52	25.5380	0.273380
339-U1385A	339-U1385A-2H-2,1300	3.1400	19.56600	18.69500	20.37900	18.57	26.0150	0.275320
339-U1385A	339-U1385A-2H-2,1310	3.1500	19.60300	18.75700	20.45600	18.62	26.4130	0.275040
339-U1385A	339-U1385A-2H-2,1320	3.1600	19.63900	18.81900	20.53400	18.67	21.8440	0.349510
339-U1385A	339-U1385A-2H-2,1330	3.1700	19.67500	18.88100	20.61200	18.72	27.3320	0.275940
339-U1385A	339-U1385A-2H-2,1340	3.1800	19.71100	18.94300	20.68900	18.77	23.6380	0.285300
339-U1385A	339-U1385A-2H-2,1350	3.1900	19.74700	19.00500	20.76700	18.82	21.1660	0.354640
339-U1385A	339-U1385A-2H-2,1360	3.2000	19.78300	19.06700	20.84500	18.87	24.2420	0.297100
339-U1385A	339-U1385A-2H-2,1370	3.2100	19.81900	19.12900	20.92200	18.93	24.2090	0.283340
339-U1385A	339-U1385A-2H-2,1380	3.2200	19.85500	19.19100	21.00000	18.98	24.1420	0.307160
339-U1385A	339-U1385A-2H-2,1390	3.2300	19.89100	19.25300	21.04300	19.03	24.7810	0.288200
339-U1385A	339-U1385A-2H-2,1400	3.2400	19.92700	19.31500	21.08500	19.08	26.2250	0.260560
339-U1385A	339-U1385A-2H-2,1410	3.2500	19.96300	19.37800	21.12800	19.13	25.1590	0.278620
339-U1385A	339-U1385A-2H-2,1420	3.2600	19.99900	19.44000	21.17000	19.18	25.3010	0.294390
339-U1385A	339-U1385A-2H-2,1430	3.2700	20.03500	19.50200	21.21300	19.23	24.5040	0.301290
339-U1385A	339-U1385A-2H-2,1440	3.2800	20.07100	19.56400	21.25500	19.29	22.1030	0.328030
339-U1385A	339-U1385A-2H-2,1450	3.2900	20.10700	19.62600	21.29800	19.34	25.8720	0.297680
339-U1385A	339-U1385A-2H-2,1460	3.3000	20.14300	19.68800	21.34000	19.39	23.5310	0.327430
339-U1385A	339-U1385A-2H-2,1470	3.3100	20.18000	19.75000	21.38300	19.44	25.2710	0.276280
339-U1385A	339-U1385A-2H-2,1490	3.3300	20.25200	19.83100	21.46800	19.54	25.1930	0.287200
