/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
6.990	5.25	27.87	27.60500	29.63900	29.04100	23.71000	28.82300	27.87700	4.8584
7.020	5.27	27.96	27.69500	29.73300	29.14600	23.88400	28.91300	27.97100	4.6973
7.050	5.30	28.06	27.78500	29.82800	29.25100	24.05800	29.00200	28.06500	4.7273
7.080	5.32	28.16	27.87400	29.92200	29.35600	24.23200	29.09100	28.15900	4.7075
7.110	5.34	28.25	27.96400	30.01600	29.46100	24.40600	29.18100	28.25300	4.6977
7.140	5.36	28.35	28.05400	30.11000	29.56500	24.58000	29.27000	28.34700	4.6579
7.170	5.38	28.45	28.14300	30.20500	29.67000	24.75500	29.35900	28.44100	4.8075
7.200	5.41	28.54	28.23300	30.29900	29.77500	24.92900	29.44900	28.53500	4.7977
7.230	5.43	28.64	28.32300	30.39300	29.88000	25.10300	29.53800	28.62900	4.7104
7.260	5.45	28.74	28.41300	30.48700	29.98500	25.27700	29.62700	28.72300	4.7500
7.290	5.47	28.83	28.50200	30.58100	30.09000	25.45100	29.71700	28.81700	4.6300
7.320	5.49	28.93	28.59200	30.67600	30.19500	25.62500	29.80600	28.91100	4.7750
7.350	5.52	29.04	28.68100	30.77000	30.29900	25.79900	29.89500	29.03800	4.6250
7.380	5.54	29.15	28.77100	30.86400	30.40400	25.97300	29.98500	29.16500	4.6800
7.410	5.56	29.26	28.86100	30.95900	30.50900	26.14700	30.07400	29.29200	4.6900
7.440	5.58	29.37	28.95000	31.05300	30.61400	26.32100	30.16300	29.42000	4.5600
7.470	5.61	29.48	29.04000	31.14700	30.71900	26.49600	30.25300	29.54700	4.7500
7.500	5.63	29.59	29.13000	31.24100	30.82400	26.67000	30.34200	29.67400	4.6950
7.530	5.65	29.70	29.21900	31.33600	30.92900	26.84400	30.43100	29.80100	4.6200
7.560	5.68	29.84	29.33700	31.45900	31.06600	27.01800	30.52100	29.92800	4.6908
7.590	5.71	29.99	29.45400	31.58200	31.20300	27.19200	30.61000	30.05500	4.7158
7.620	5.74	30.13	29.57100	31.70500	31.34000	27.35100	30.69900	30.18200	4.6854
7.650	5.77	30.27	29.68800	31.82800	31.47700	27.50300	30.78900	30.31000	4.7411
7.680	5.79	30.42	29.80600	31.95200	31.61400	27.65500	30.87800	30.43700	4.7356
7.710	5.82	30.56	29.92300	32.07500	31.75100	27.80700	30.96700	30.56400	4.7364
7.740	5.85	30.70	30.04000	32.19800	31.88800	27.95900	31.05700	30.69100	4.6961
7.770	5.88	30.84	30.15700	32.32100	32.02500	28.11100	31.14600	30.82900	4.6722
7.800	5.91	30.98	30.27400	32.44400	32.16200	28.26300	31.23500	30.96800	4.6773
7.830	5.94	31.11	30.39200	32.56800	32.29900	28.41500	31.32500	31.10600	4.6525
7.860	5.97	31.25	30.50900	32.69100	32.43700	28.56700	31.41400	31.24500	4.6371
7.890	6.00	31.39	30.62700	32.81400	32.57400	28.71900	31.50300	31.38300	4.6729
7.920	6.03	31.53	30.74300	32.93700	32.71100	28.89400	31.59300	31.52200	4.6177
7.950	6.06	31.66	30.86100	33.06100	32.84800	29.07900	31.68200	31.66000	4.6728
7.980	6.08	31.80	30.97800	33.18400	32.98500	29.26400	31.77100	31.79900	4.6989
8.010	6.11	31.94	31.09500	33.30700	33.12200	29.45000	31.86100	31.93700	4.6100
8.040	6.14	32.08	31.21200	33.43000	33.25900	29.63500	31.95000	32.07600	4.6510
8.070	6.17	32.21	31.33000	33.55400	33.39600	29.82000	32.03900	32.21400	4.6184
8.100	6.20	32.35	31.44700	33.67700	33.53300	30.00600	32.12900	32.35300	4.7919
8.130	6.23	32.49	31.56400	33.80000	33.67000	30.19100	32.21800	32.49100	4.6638
8.160	6.26	32.59	31.68200	33.92300	33.80700	30.37700	32.35900	32.59400	4.4616
8.190	6.29	32.69	31.79900	34.04700	33.94500	30.56200	32.49900	32.69800	4.6331
8.220	6.32	32.80	31.91600	34.17000	34.08100	30.74700	32.64000	32.80100	4.7163
8.250	6.35	32.90	32.03300	34.29300	34.21900	30.93300	32.78100	32.90500	4.5191
8.280	6.37	33.00	32.15100	34.41600	34.35600	31.11800	32.92200	33.00800	4.5176
8.310	6.40	33.11	32.26800	34.54000	34.49300	31.30300	33.06300	33.11100	4.4784
8.340	6.43	33.21	32.38500	34.66200	34.63000	31.48900	33.20300	33.21500	4.5616
8.370	6.46	33.31	32.50200	34.78600	34.76700	31.67400	33.34400	33.31800	4.6748
8.400	6.49	33.41	32.62000	34.90900	34.90400	31.86000	33.48500	33.42100	4.6783
8.430	6.52	33.52	32.73600	35.03200	35.04100	32.04500	33.62600	33.52500	4.5722
8.460	6.55	33.62	32.85400	35.15500	35.17800	32.23000	33.76600	33.62800	4.4562
8.490	6.58	33.72	32.97100	35.27900	35.31500	32.41600	33.90700	33.73200	4.5680
8.520	6.61	33.83	33.08900	35.40200	35.45300	32.60100	33.96900	33.83500	4.5850
8.550	6.63	33.91	33.20600	35.52500	35.58900	32.78600	34.03000	33.92200	4.6290
8.580	6.66	34.00	33.32300	35.64800	35.72700	32.95300	34.09200	34.01000	4.4984
8.610	6.69	34.09	33.44000	35.77200	35.86400	33.08100	34.15400	34.09700	4.5409
8.640	6.72	34.18	33.55700	35.89500	36.00100	33.20900	34.21500	34.18500	4.5498
8.670	6.75	34.26	33.67500	36.01800	36.13800	33.33800	34.27700	34.27200	4.5026
8.700	6.78	34.35	33.79200	36.14100	36.27500	33.46600	34.33900	34.35900	4.4382
8.730	6.81	34.44	33.90900	36.26500	36.41200	33.59400	34.40000	34.44700	4.6350
8.760	6.84	34.52	34.02600	36.38800	36.54900	33.72300	34.46200	34.53400	4.7067
8.790	6.87	34.61	34.14400	36.51100	36.68600	33.85100	34.52300	34.62200	4.6900
8.820	6.90	34.70	34.26100	36.63400	36.82300	33.97900	34.58500	34.70900	4.6850
8.910	6.98	34.96	34.61300	37.00400	37.23500	34.36400	34.77000	34.97100	4.5950
8.940	7.01	35.05	34.73000	37.12700	37.37200	34.49200	34.83200	35.05900	4.6600
8.970	7.04	35.13	34.84700	37.25000	37.50900	34.62100	34.89300	35.14600	4.6150
9.000	7.07	35.22	34.96400	37.37400	37.64600	34.74900	34.95500	35.23300	4.5700
9.030	7.10	35.31	35.08200	37.49700	37.78300	34.87700	35.01700	35.32100	4.5950
9.060	7.13	35.39	35.19900	37.62000	37.92000	35.00600	35.07800	35.40800	4.5600
9.090	7.16	35.48	35.31600	37.74300	38.05700	35.13400	35.14000	35.49600	4.5200
9.120	7.19	35.57	35.43300	37.86600	38.19400	35.26200	35.24400	35.58300	4.3900
9.150	7.21	35.67	35.55100	37.99000	38.33100	35.39100	35.34800	35.69500	4.4200
9.180	7.24	35.77	35.66800	38.11300	38.46800	35.51900	35.45200	35.80700	4.4500
9.210	7.27	35.87	35.78500	38.23600	38.60500	35.64700	35.55600	35.91900	4.5200
9.240	7.30	35.98	35.90200	38.35900	38.74300	35.77500	35.66000	36.03100	4.4800
9.270	7.33	36.08	36.01900	38.48200	38.87900	35.90400	35.76400	36.14300	4.5300
9.300	7.36	36.19	36.14600	38.61600	39.02800	36.03200	35.86800	36.25500	4.4200
9.330	7.39	36.30	36.27800	38.75400	39.18200	36.16000	35.97200	36.36700	4.5850
9.360	7.43	36.42	36.40900	38.89200	39.33600	36.28900	36.07600	36.47900	4.6100
9.390	7.46	36.53	36.54100	39.03100	39.48900	36.41700	36.18000	36.59100	4.6800
9.420	7.49	36.65	36.67200	39.16900	39.64300	36.54500	36.28400	36.70300	4.5600
9.450	7.52	36.77	36.80400	39.30700	39.79700	36.67400	36.38800	36.81500	4.5800
9.480	7.56	36.88	36.93500	39.44500	39.95100	36.80200	36.49200	36.92700	4.5400
9.510	7.59	36.99	37.06700	39.58400	40.10400	36.93000	36.59600	37.03900	4.5635
9.540	7.62	37.11	37.19800	39.72200	40.25800	37.05800	36.70000	37.15100	4.5870
9.570	7.65	37.23	37.33000	39.86000	40.41200	37.18700	36.80400	37.26300	4.5728
9.600	7.69	37.34	37.46200	39.99800	40.56600	37.31500	36.90800	37.37500	4.6000
9.630	7.72	37.46	37.59300	40.13600	40.72000	37.44300	37.01200	37.48700	4.5708
9.660	7.75	37.57	37.72500	40.27500	40.87300	37.57200	37.11600	37.59900	4.5189
9.690	7.78	37.69	37.85600	40.41300	41.02700	37.70000	37.22000	37.71100	4.4169
9.720	7.82	37.80	37.98800	40.55100	41.18100	37.82800	37.32400	37.82300	4.4155
9.750	7.85	37.92	38.11900	40.68900	41.33500	37.95700	37.42800	37.93500	4.3692
9.780	7.88	38.03	38.25100	40.82800	41.48900	38.08500	37.53200	38.04700	4.3005
9.810	7.91	38.15	38.38200	40.96600	41.64200	38.21300	37.63600	38.15900	4.3954
9.840	7.95	38.26	38.51400	41.10400	41.79600	38.34100	37.74000	38.27100	4.2310
9.870	7.98	38.38	38.64500	41.24200	41.95000	38.47000	37.84400	38.38300	4.3178
9.900	8.01	38.50	38.77700	41.38100	42.10400	38.59800	37.98200	38.50900	4.2864
9.930	8.04	38.62	38.90800	41.51900	42.25700	38.72600	38.11900	38.63600	4.1777
9.960	8.08	38.74	39.04000	41.65700	42.41100	38.85500	38.25700	38.76200	4.2532
9.990	8.11	38.86	39.17100	41.79500	42.56500	38.98300	38.39400	38.88900	4.2151
10.020	8.14	38.98	39.30300	41.93400	42.71900	39.11100	38.53200	39.01500	4.2674
10.050	8.17	39.10	39.43400	42.07200	42.87300	39.24000	38.66900	39.14100	4.3663
10.080	8.21	39.23	39.56600	42.21000	43.02600	39.36800	38.80700	39.26800	4.4094
10.110	8.24	39.35	39.69700	42.34800	43.18000	39.49600	38.94400	39.39400	4.4623
10.140	8.27	39.47	39.82900	42.48600	43.33400	39.62400	39.08200	39.52100	4.4841
10.170	8.30	39.59	39.96000	42.62500	43.48800	39.75300	39.21900	39.64700	4.4722
10.200	8.34	39.71	40.09200	42.76300	43.64100	39.88300	39.35700	39.77300	4.5385
10.230	8.37	39.83	40.22300	42.90100	43.79500	40.01200	39.49400	39.90000	4.5020
10.260	8.41	39.97	40.37500	43.06000	43.97200	40.14100	39.63200	40.02600	4.6647
10.290	8.45	40.12	40.53600	43.22900	44.16100	40.27100	39.76900	40.15300	4.4388
10.320	8.49	40.27	40.69700	43.39900	44.34900	40.40000	39.90700	40.27900	4.5118
10.350	8.53	40.41	40.85800	43.56800	44.53700	40.53000	40.04400	40.42400	4.5715
10.380	8.57	40.56	41.01900	43.73800	44.72600	40.65900	40.18200	40.56900	4.5933
10.410	8.61	40.71	41.18000	43.90700	44.91400	40.78900	40.31900	40.71400	4.6354
10.440	8.65	40.86	41.34200	44.07600	45.10300	40.91800	40.45700	40.85900	4.6311
10.470	8.69	41.01	41.50300	44.24600	45.29100	41.04800	40.59400	41.00400	4.5954
10.500	8.73	41.16	41.66400	44.41500	45.48000	41.17700	40.73200	41.14900	4.5356
10.530	8.77	41.31	41.82500	44.58500	45.66800	41.30600	40.86900	41.29400	4.5068
10.560	8.80	41.45	41.98600	44.75400	45.85600	41.43600	41.00700	41.43900	4.5556
10.590	8.84	41.58	42.14800	44.92400	46.04500	41.56500	41.14400	41.56600	4.4044
10.620	8.88	41.70	42.30900	45.09300	46.23400	41.69500	41.28200	41.69300	4.3974
10.650	8.92	41.81	42.47000	45.26200	46.42200	41.82400	41.41900	41.80300	4.4776
10.680	8.96	41.92	42.63100	45.43100	46.61000	41.95400	41.55700	41.91300	4.4085
10.710	9.00	42.03	42.79200	45.60100	46.79900	42.08800	41.69400	42.02300	4.4688
10.740	9.04	42.14	42.95300	45.77000	46.98700	42.23000	41.83200	42.13300	4.4727
10.770	9.08	42.30	43.11400	45.94000	47.17600	42.37300	41.96900	42.27500	4.4518
10.800	9.12	42.45	43.27600	46.10900	47.36400	42.51600	42.10700	42.41700	4.5641
10.830	9.16	42.59	43.43200	46.27300	47.54700	42.65800	42.24400	42.55800	4.5951
10.860	9.20	42.73	43.57800	46.42700	47.71700	42.80100	42.38200	42.70000	4.5540
10.890	9.23	42.87	43.72400	46.58000	47.88800	42.94400	42.51900	42.84200	4.5856
10.920	9.27	43.01	43.87000	46.73400	48.05900	43.08600	42.65700	42.98400	4.5426
10.950	9.31	43.14	44.01600	46.88700	48.23000	43.22900	42.79400	43.12500	4.5442
10.980	9.34	43.28	44.16200	47.04100	48.40100	43.37200	42.93200	43.26700	4.4607
11.010	9.38	43.37	44.30800	47.19400	48.57100	43.51500	43.07500	43.36300	4.3223
11.040	9.41	43.47	44.45400	47.34800	48.74200	43.65700	43.21800	43.45900	4.5058
11.070	9.45	43.56	44.60000	47.50200	48.91300	43.80000	43.36100	43.55600	4.4931
11.100	9.49	43.66	44.74700	47.65500	49.08400	43.94300	43.50400	43.65200	4.4810
11.130	9.52	43.76	44.89300	47.80900	49.25500	44.08500	43.64700	43.74800	4.4758
11.160	9.56	43.85	45.03900	47.96300	49.42600	44.22800	43.79000	43.84400	4.4152
11.190	9.60	43.95	45.18500	48.11600	49.59700	44.37100	43.93300	43.94100	4.4804
11.220	9.63	44.05	45.33100	48.27000	49.76800	44.51300	44.07500	44.03700	4.5169
11.250	9.67	44.20	45.47700	48.42300	49.93900	44.65600	44.21800	44.19300	4.4946
11.280	9.70	44.36	45.62300	48.57700	50.10900	44.79900	44.36100	44.34900	4.5840
11.310	9.74	44.51	45.77000	48.73000	50.28000	44.94100	44.50400	44.50500	4.5092
11.340	9.78	44.67	45.91600	48.88400	50.45100	45.08400	44.64700	44.66100	4.6094
11.370	9.81	44.82	46.06200	49.03700	50.62200	45.22700	44.79000	44.81600	4.5953
11.430	9.88	45.13	46.35400	49.34400	50.96300	45.51200	45.07600	45.12800	4.5020
11.460	9.92	45.29	46.50000	49.49800	51.13400	45.65500	45.21900	45.28400	4.5274
11.490	9.96	45.44	46.64600	49.65200	51.30500	45.79800	45.36200	45.44000	4.6375
11.500	9.97	45.49	46.69500	49.70300	51.36200	45.84500	45.41000	45.49200	4.4484
11.530	10.00	45.65	46.83900	49.85400	51.53100	45.98800	45.55200	45.64800	4.2763
11.560	10.04	45.81	46.98900	50.01200	51.70600	46.13100	45.69500	45.80400	4.3547
11.590	10.08	45.96	47.13500	50.16500	51.87600	46.27300	45.83800	45.96000	4.3930
11.620	10.11	46.12	47.28000	50.31800	52.04700	46.41600	45.98100	46.11600	4.3455
11.650	10.15	46.27	47.42600	50.47100	52.21700	46.55900	46.12400	46.27200	4.3311
11.680	10.19	46.43	47.57200	50.62400	52.38700	46.70100	46.26700	46.42700	4.3301
11.710	10.22	46.58	47.71700	50.77700	52.55800	46.84400	46.41000	46.58300	4.2416
11.740	10.26	46.74	47.86300	50.93100	52.72800	46.98700	46.55300	46.73900	4.4000
11.770	10.29	46.89	48.00900	51.08400	52.89800	47.12900	46.70900	46.89500	4.1649
11.800	10.33	47.05	48.15400	51.23700	53.06900	47.27200	46.86500	47.05100	4.1331
11.830	10.37	47.36	48.30000	51.39000	53.23900	47.41500	47.02100	47.35100	4.1909
11.860	10.40	47.68	48.45000	51.54700	53.41400	47.57300	47.17700	47.65200	4.1687
11.890	10.44	47.99	48.59500	51.70000	53.58400	47.76300	47.33300	47.95200	4.2266
11.920	10.47	48.31	48.74100	51.85300	53.75500	47.95300	47.48900	48.25300	4.2152
11.950	10.51	48.62	48.88700	52.00700	53.92500	48.14300	47.64500	48.55300	4.3341
11.980	10.55	48.94	49.03200	52.16000	54.09500	48.33300	47.80100	48.85400	4.1840
12.010	10.58	49.23	49.17000	52.30400	54.25600	48.52300	47.95800	49.15400	4.4069
12.040	10.61	49.50	49.29100	52.43200	54.39800	48.71300	48.11400	49.45500	4.4375
12.070	10.64	49.76	49.41300	52.56000	54.54000	48.90300	48.27000	49.75500	4.4681
12.100	10.67	50.03	49.53400	52.68700	54.68200	49.07400	48.42600	50.05400	4.5756
12.130	10.70	50.33	49.67200	52.83200	54.84300	49.20500	48.58200	50.35300	4.5497
12.160	10.74	50.63	49.80900	52.97600	55.00400	49.33600	48.73800	50.65100	4.4931
12.190	10.77	50.94	49.95100	53.12500	55.16900	49.46800	48.89400	50.95000	4.5605
12.220	10.81	51.24	50.08900	53.27000	55.33000	49.59900	49.05000	51.24900	4.5193
12.250	10.84	51.54	50.22600	53.41400	55.49100	49.73100	49.20600	51.54700	4.3740
12.280	10.88	51.84	50.36400	53.55900	55.65200	49.86200	49.36200	51.84600	4.4850
12.310	10.91	52.14	50.50100	53.70400	55.81300	49.99300	49.51800	52.14500	4.4941
12.340	10.94	52.23	50.64300	53.85300	55.97900	50.12500	49.67400	52.22500	4.5240
12.370	10.98	52.31	50.78100	53.99700	56.13900	50.25600	49.83000	52.30500	4.4913
12.400	11.01	52.39	50.91800	54.14200	56.30000	50.38700	49.98600	52.38500	4.5325
12.430	11.05	52.47	51.05600	54.28600	56.46100	50.51900	50.14200	52.46500	4.5488
12.460	11.08	52.55	51.19700	54.43500	56.62700	50.65000	50.29900	52.54500	4.4783
12.490	11.12	52.63	51.33500	54.58000	56.78800	50.78100	50.45500	52.62500	4.3195
12.520	11.15	52.71	51.47300	54.72400	56.94900	50.91300	50.61100	52.70500	4.4300
12.550	11.18	52.79	51.61000	54.86900	57.11000	51.04400	50.76700	52.78500	4.4950
12.580	11.22	52.87	51.74800	55.01400	57.27000	51.17500	50.92300	52.86500	4.4950
12.610	11.25	52.95	51.88900	55.16300	57.43600	51.30700	51.07900	52.94500	4.4300
12.640	11.29	53.03	52.02700	55.30700	57.59700	51.43800	51.23500	53.02500	4.5100
12.670	11.32	53.11	52.16500	55.45200	57.75800	51.56900	51.39100	53.10500	4.3450
12.700	11.35	53.19	52.30200	55.59600	57.91900	51.70100	51.54700	53.18500	4.4100
12.730	11.39	53.27	52.44000	55.74100	58.08000	51.83200	51.70300	53.26500	4.4350
12.760	11.42	53.35	52.58100	55.89000	58.24500	51.96400	51.85900	53.34500	4.3833
12.790	11.46	53.43	52.71900	56.03400	58.40600	52.09500	52.01500	53.42500	4.3600
12.820	11.49	53.51	52.85700	56.17900	58.56700	52.22600	52.17100	53.50500	4.4500
12.850	11.53	53.59	52.99400	56.32400	58.72800	52.35800	52.32700	53.58500	4.3300
12.880	11.56	53.67	53.13200	56.46800	58.88900	52.48900	52.48300	53.66500	4.2900
12.910	11.59	53.75	53.27300	56.61700	59.05400	52.62000	52.63900	53.74500	4.4375
12.940	11.63	53.83	53.41100	56.76200	59.21500	52.75200	52.79500	53.82500	4.3258
12.970	11.66	53.91	53.54900	56.90600	59.37600	52.88300	52.95200	53.90500	4.1781
13.000	11.70	53.99	53.68600	57.05100	59.53700	53.01400	53.10800	53.98500	4.3477
13.030	11.73	54.07	53.82800	57.20000	59.70300	53.14600	53.26400	54.06500	4.3234
13.060	11.77	54.15	53.96500	57.34500	59.86300	53.27700	53.42000	54.14500	4.3304
13.090	11.80	54.23	54.10300	57.48900	60.02400	53.40800	53.57600	54.22500	4.2546
13.120	11.83	54.31	54.24100	57.63400	60.18500	53.54000	53.73200	54.30500	4.3131
13.150	11.87	54.39	54.37800	57.77800	60.34600	53.67100	53.88800	54.38500	4.2235
13.180	11.90	54.48	54.52000	57.92700	60.51200	53.80200	54.04400	54.46500	4.0186
13.210	11.94	54.62	54.65700	58.07200	60.67300	53.94100	54.20500	54.61700	4.2956
13.240	11.97	54.76	54.79500	58.21600	60.83300	54.09500	54.36600	54.77000	4.2926
13.270	12.01	54.91	54.94100	58.37000	61.00400	54.24800	54.52700	54.92200	4.3599
13.300	12.04	55.06	55.08600	58.52300	61.17400	54.40200	54.68800	55.07400	4.3509
13.330	12.08	55.21	55.23200	58.67600	61.34400	54.55500	54.84900	55.22700	4.3157
13.360	12.11	55.36	55.37800	58.82900	61.51500	54.70900	55.01000	55.37900	4.3400
13.390	12.15	55.51	55.52300	58.98200	61.68500	54.86200	55.17100	55.53100	4.3100
13.420	12.19	55.66	55.66900	59.13500	61.85500	55.01600	55.33200	55.68400	4.3167
13.450	12.22	55.81	55.81500	59.28800	62.02600	55.16900	55.49300	55.83600	4.3100
13.480	12.26	55.97	55.96100	59.44100	62.19600	55.32300	55.65400	55.98900	4.2600
13.510	12.29	56.12	56.10600	59.59500	62.36700	55.47600	55.81500	56.14100	4.2200
13.550	12.34	56.32	56.30000	59.79900	62.59400	55.68100	56.02900	56.34400	4.3400
13.570	12.37	56.42	56.40200	59.90500	62.71200	55.78300	56.13700	56.44600	4.3150
13.600	12.40	56.58	56.55100	60.06200	62.88700	55.93700	56.29800	56.59800	4.4800
13.630	12.44	56.73	56.70100	60.22000	63.06200	56.09000	56.45900	56.75000	4.4150
13.660	12.48	56.88	56.85100	60.37700	63.23700	56.24400	56.61900	56.90300	4.3000
13.690	12.52	57.04	57.00100	60.53500	63.41200	56.39700	56.78000	57.05500	4.3400
13.720	12.55	57.19	57.15000	60.69200	63.58700	56.55100	56.94100	57.20000	4.4318
13.750	12.59	57.33	57.30000	60.84900	63.76200	56.70400	57.10200	57.34500	4.3800
13.780	12.63	57.48	57.45000	61.00700	63.93700	56.85800	57.26300	57.49000	4.3900
13.810	12.66	57.63	57.60400	61.16800	64.11700	57.01100	57.42400	57.63500	4.4267
13.840	12.70	57.78	57.75300	61.32600	64.29200	57.16500	57.58500	57.78000	4.4167
13.870	12.74	57.93	57.90300	61.48300	64.46700	57.31800	57.74600	57.92600	4.3967
13.900	12.78	58.07	58.05300	61.64000	64.64200	57.47200	57.90700	58.07100	4.3600
13.930	12.81	58.22	58.20200	61.79800	64.81800	57.62500	58.06800	58.21600	4.3567
13.960	12.85	58.37	58.35200	61.95500	64.99300	57.77900	58.22900	58.36100	4.1938
13.990	12.89	58.52	58.50200	62.11200	65.16800	57.93300	58.39000	58.50600	4.2800
14.020	12.92	58.66	58.65200	62.27000	65.34300	58.08600	58.55100	58.65100	4.2700
14.050	12.96	58.75	58.80100	62.42700	65.51800	58.24000	58.71200	58.75500	4.5200
14.080	13.00	58.86	58.97900	62.61400	65.72600	58.39300	58.87300	58.85800	4.2100
14.110	13.05	58.97	59.15700	62.80200	65.93400	58.54700	59.03400	58.96100	4.3433
14.140	13.09	59.09	59.34000	62.99300	66.14700	58.70000	59.19500	59.06500	4.2253
